,_startDate,_endDate,_value
92644,2021-03-01 18:00:13 +0200,2021-03-01 18:02:13 +0200,0
92645,2021-03-01 18:03:16 +0200,2021-03-01 18:03:41 +0200,0
92646,2021-03-01 19:36:48 +0200,2021-03-01 19:37:08 +0200,0
92647,2021-03-01 19:37:30 +0200,2021-03-01 19:40:04 +0200,0
92648,2021-03-01 19:59:03 +0200,2021-03-01 20:01:41 +0200,0
92649,2021-03-01 23:24:20 +0200,2021-03-01 23:26:41 +0200,0
92650,2021-03-01 23:35:29 +0200,2021-03-01 23:39:36 +0200,0
92651,2021-03-01 23:43:17 +0200,2021-03-01 23:43:37 +0200,0
92652,2021-03-01 23:43:48 +0200,2021-03-01 23:44:12 +0200,0
92653,2021-03-02 09:27:18 +0200,2021-03-02 09:27:33 +0200,0
92654,2021-03-02 12:44:58 +0200,2021-03-02 12:45:19 +0200,0
92655,2021-03-02 12:45:29 +0200,2021-03-02 12:46:01 +0200,0.05
92656,2021-03-02 13:48:31 +0200,2021-03-02 13:48:58 +0200,0.18
92657,2021-03-02 14:30:27 +0200,2021-03-02 14:31:01 +0200,0
92658,2021-03-02 15:34:26 +0200,2021-03-02 15:34:56 +0200,0
92659,2021-03-02 16:03:46 +0200,2021-03-02 16:04:17 +0200,0
92660,2021-03-02 16:07:42 +0200,2021-03-02 16:08:34 +0200,0
92661,2021-03-02 16:48:27 +0200,2021-03-02 16:49:45 +0200,0.02
92662,2021-03-02 16:50:39 +0200,2021-03-02 16:51:19 +0200,0
92663,2021-03-02 16:52:33 +0200,2021-03-02 16:52:49 +0200,0
92664,2021-03-02 16:53:14 +0200,2021-03-02 16:55:23 +0200,0
92665,2021-03-02 17:58:11 +0200,2021-03-02 17:58:50 +0200,0
92666,2021-03-02 18:01:12 +0200,2021-03-02 18:04:40 +0200,0
92667,2021-03-02 18:18:06 +0200,2021-03-02 18:18:25 +0200,0
92668,2021-03-02 18:28:42 +0200,2021-03-02 18:31:02 +0200,0
92669,2021-03-02 18:31:44 +0200,2021-03-02 18:36:42 +0200,0
92670,2021-03-02 18:36:44 +0200,2021-03-02 18:38:30 +0200,0
92671,2021-03-02 20:13:19 +0200,2021-03-02 20:18:18 +0200,0
92672,2021-03-02 20:18:18 +0200,2021-03-02 20:18:34 +0200,0
92673,2021-03-02 20:21:55 +0200,2021-03-02 20:22:11 +0200,0
92674,2021-03-02 20:23:31 +0200,2021-03-02 20:28:31 +0200,0
92675,2021-03-02 20:28:31 +0200,2021-03-02 20:29:04 +0200,0.04
92676,2021-03-03 10:44:11 +0200,2021-03-03 10:46:14 +0200,0
92677,2021-03-03 10:46:24 +0200,2021-03-03 10:48:13 +0200,0
92678,2021-03-03 10:48:45 +0200,2021-03-03 10:49:23 +0200,0.38
92679,2021-03-03 11:21:46 +0200,2021-03-03 11:22:21 +0200,0
92680,2021-03-03 11:31:40 +0200,2021-03-03 11:34:22 +0200,0
92681,2021-03-03 11:36:14 +0200,2021-03-03 11:36:39 +0200,0
92682,2021-03-03 14:42:40 +0200,2021-03-03 14:43:25 +0200,0.11
92683,2021-03-03 14:47:11 +0200,2021-03-03 14:52:10 +0200,0
92684,2021-03-03 14:52:12 +0200,2021-03-03 14:57:12 +0200,0
92685,2021-03-03 15:54:52 +0200,2021-03-03 15:57:44 +0200,0
92686,2021-03-03 16:43:00 +0200,2021-03-03 16:45:32 +0200,0
92687,2021-03-03 17:46:30 +0200,2021-03-03 17:47:29 +0200,0
92688,2021-03-03 17:47:40 +0200,2021-03-03 17:49:14 +0200,0
92689,2021-03-03 17:49:34 +0200,2021-03-03 17:54:34 +0200,0
92690,2021-03-04 10:07:55 +0200,2021-03-04 10:10:23 +0200,0
92691,2021-03-04 10:11:52 +0200,2021-03-04 10:12:54 +0200,0
92692,2021-03-05 18:49:56 +0200,2021-03-05 18:50:21 +0200,0
92693,2021-03-05 18:50:56 +0200,2021-03-05 18:51:57 +0200,0
92694,2021-03-05 18:52:53 +0200,2021-03-05 18:53:07 +0200,0
92695,2021-03-05 18:53:22 +0200,2021-03-05 18:54:03 +0200,0
92696,2021-03-05 18:54:28 +0200,2021-03-05 18:55:42 +0200,0
92697,2021-03-06 16:40:11 +0200,2021-03-06 16:41:11 +0200,0
92698,2021-03-06 16:42:23 +0200,2021-03-06 16:43:35 +0200,0
92699,2021-03-06 16:53:05 +0200,2021-03-06 16:58:04 +0200,0
92700,2021-03-06 18:26:36 +0200,2021-03-06 18:27:14 +0200,0
92701,2021-03-06 18:28:34 +0200,2021-03-06 18:29:05 +0200,0.18
92702,2021-03-06 18:34:43 +0200,2021-03-06 18:36:22 +0200,0.04
92703,2021-03-06 18:50:28 +0200,2021-03-06 18:50:42 +0200,0
92704,2021-03-07 12:31:24 +0200,2021-03-07 12:33:24 +0200,0
92705,2021-03-07 13:59:12 +0200,2021-03-07 13:59:52 +0200,0.8
92706,2021-03-07 16:28:38 +0200,2021-03-07 16:30:39 +0200,0.46
92707,2021-03-07 16:31:10 +0200,2021-03-07 16:31:42 +0200,0.29
92708,2021-03-07 16:32:14 +0200,2021-03-07 16:33:32 +0200,0.7
92709,2021-03-07 16:39:00 +0200,2021-03-07 16:40:29 +0200,0.11
92710,2021-03-07 16:41:06 +0200,2021-03-07 16:42:37 +0200,0.83
92711,2021-03-07 16:46:08 +0200,2021-03-07 16:47:11 +0200,1
92712,2021-03-07 16:53:22 +0200,2021-03-07 16:54:45 +0200,0.9
92713,2021-03-07 17:00:52 +0200,2021-03-07 17:02:25 +0200,0.88
92714,2021-03-07 17:05:40 +0200,2021-03-07 17:06:10 +0200,0.6
92715,2021-03-07 17:06:23 +0200,2021-03-07 17:07:26 +0200,0.56
92716,2021-03-07 17:11:42 +0200,2021-03-07 17:12:17 +0200,0.92
92717,2021-03-07 17:12:35 +0200,2021-03-07 17:13:44 +0200,0.83
92718,2021-03-07 17:19:28 +0200,2021-03-07 17:21:35 +0200,0.5
92719,2021-03-07 20:43:38 +0200,2021-03-07 20:46:40 +0200,0
92720,2021-03-08 09:52:49 +0200,2021-03-08 09:55:42 +0200,0
92721,2021-03-08 13:20:01 +0200,2021-03-08 13:22:09 +0200,0
92722,2021-03-08 13:38:21 +0200,2021-03-08 13:38:51 +0200,0
92723,2021-03-08 13:40:37 +0200,2021-03-08 13:41:02 +0200,0
92724,2021-03-08 20:28:33 +0200,2021-03-08 20:29:44 +0200,0
92725,2021-03-08 20:29:57 +0200,2021-03-08 20:33:49 +0200,0.01
92726,2021-03-08 20:37:53 +0200,2021-03-08 20:38:19 +0200,0
92727,2021-03-08 20:39:52 +0200,2021-03-08 20:44:51 +0200,0
92728,2021-03-08 23:39:41 +0200,2021-03-08 23:40:06 +0200,0.06
92729,2021-03-09 11:49:05 +0200,2021-03-09 11:49:34 +0200,0
92730,2021-03-09 11:50:42 +0200,2021-03-09 11:51:13 +0200,0.08
92731,2021-03-09 16:17:27 +0200,2021-03-09 16:19:38 +0200,0
92732,2021-03-09 16:42:23 +0200,2021-03-09 16:42:56 +0200,0
92733,2021-03-09 17:41:24 +0200,2021-03-09 17:41:50 +0200,0
92734,2021-03-09 17:50:02 +0200,2021-03-09 17:52:20 +0200,0
92735,2021-03-09 18:28:40 +0200,2021-03-09 18:29:23 +0200,0
92736,2021-03-09 19:43:13 +0200,2021-03-09 19:46:59 +0200,0
92737,2021-03-09 21:37:29 +0200,2021-03-09 21:37:54 +0200,0
92738,2021-03-09 21:38:05 +0200,2021-03-09 21:39:28 +0200,0
92739,2021-03-09 21:39:44 +0200,2021-03-09 21:43:15 +0200,0
92740,2021-03-10 17:44:37 +0200,2021-03-10 17:44:59 +0200,0
92741,2021-03-10 17:51:48 +0200,2021-03-10 17:52:08 +0200,0.5
92742,2021-03-10 18:04:35 +0200,2021-03-10 18:06:34 +0200,0.02
92743,2021-03-10 18:06:47 +0200,2021-03-10 18:08:20 +0200,0
92744,2021-03-11 19:32:07 +0200,2021-03-11 19:32:24 +0200,0
92745,2021-03-11 19:33:31 +0200,2021-03-11 19:34:57 +0200,0
92746,2021-03-11 19:35:24 +0200,2021-03-11 19:36:07 +0200,0
92747,2021-03-11 21:49:32 +0200,2021-03-11 21:51:42 +0200,0
92748,2021-03-11 22:10:23 +0200,2021-03-11 22:11:23 +0200,0
92749,2021-03-13 01:05:07 +0200,2021-03-13 01:05:40 +0200,0
92750,2021-03-13 13:34:06 +0200,2021-03-13 13:34:39 +0200,0.1
92751,2021-03-13 15:32:02 +0200,2021-03-13 15:34:54 +0200,0
92752,2021-03-13 16:06:30 +0200,2021-03-13 16:07:32 +0200,0
92753,2021-03-13 17:06:32 +0200,2021-03-13 17:07:04 +0200,0
92754,2021-03-13 17:07:18 +0200,2021-03-13 17:12:16 +0200,0
92755,2021-03-13 17:26:59 +0200,2021-03-13 17:31:58 +0200,0
92756,2021-03-13 17:31:58 +0200,2021-03-13 17:33:19 +0200,0.02
92757,2021-03-13 21:05:30 +0200,2021-03-13 21:07:06 +0200,0
92758,2021-03-13 21:07:38 +0200,2021-03-13 21:11:14 +0200,0
92759,2021-03-13 22:07:56 +0200,2021-03-13 22:12:24 +0200,0
92760,2021-03-14 20:39:09 +0200,2021-03-14 20:41:59 +0200,0
92761,2021-03-14 20:43:24 +0200,2021-03-14 20:48:22 +0200,0
92762,2021-03-14 20:48:23 +0200,2021-03-14 20:53:20 +0200,0
92763,2021-03-14 20:53:22 +0200,2021-03-14 20:58:21 +0200,0
92764,2021-03-14 20:58:42 +0200,2021-03-14 21:03:42 +0200,0
92765,2021-03-14 21:03:42 +0200,2021-03-14 21:06:33 +0200,0
92766,2021-03-14 21:06:49 +0200,2021-03-14 21:11:47 +0200,0
92767,2021-03-14 21:11:48 +0200,2021-03-14 21:16:47 +0200,0
92768,2021-03-14 21:16:47 +0200,2021-03-14 21:21:46 +0200,0
92769,2021-03-14 21:21:47 +0200,2021-03-14 21:23:33 +0200,0
92770,2021-03-15 20:40:04 +0200,2021-03-15 20:45:03 +0200,0
92771,2021-03-15 20:45:03 +0200,2021-03-15 20:49:03 +0200,0
92772,2021-03-15 20:51:35 +0200,2021-03-15 20:52:05 +0200,0
92773,2021-03-15 20:54:17 +0200,2021-03-15 20:54:42 +0200,0
92774,2021-03-15 20:56:56 +0200,2021-03-15 20:57:45 +0200,0
92775,2021-03-15 20:58:27 +0200,2021-03-15 21:03:24 +0200,0.01
92776,2021-03-15 21:03:31 +0200,2021-03-15 21:08:30 +0200,0
92777,2021-03-15 21:08:30 +0200,2021-03-15 21:13:28 +0200,0
92778,2021-03-15 21:13:29 +0200,2021-03-15 21:18:28 +0200,0.01
92779,2021-03-15 21:18:29 +0200,2021-03-15 21:18:58 +0200,0.07
92780,2021-03-16 13:20:20 +0200,2021-03-16 13:20:43 +0200,0
92781,2021-03-16 13:59:23 +0200,2021-03-16 13:59:44 +0200,0.08
92782,2021-03-16 15:21:49 +0200,2021-03-16 15:23:13 +0200,0
92783,2021-03-16 20:21:34 +0200,2021-03-16 20:23:15 +0200,0
92784,2021-03-16 20:30:49 +0200,2021-03-16 20:31:05 +0200,0
92785,2021-03-16 20:34:00 +0200,2021-03-16 20:38:59 +0200,0
92786,2021-03-16 20:38:59 +0200,2021-03-16 20:39:28 +0200,0
92787,2021-03-17 12:09:08 +0200,2021-03-17 12:13:07 +0200,0
92788,2021-03-17 12:21:02 +0200,2021-03-17 12:23:58 +0200,0.05
92789,2021-03-17 12:26:01 +0200,2021-03-17 12:26:47 +0200,0.06
92790,2021-03-17 12:27:02 +0200,2021-03-17 12:27:22 +0200,0.08
92791,2021-03-17 12:29:27 +0200,2021-03-17 12:29:51 +0200,0.18
92792,2021-03-17 12:43:02 +0200,2021-03-17 12:48:01 +0200,0
92793,2021-03-17 12:48:01 +0200,2021-03-17 12:48:34 +0200,0
92794,2021-03-17 16:50:06 +0200,2021-03-17 16:55:05 +0200,0
92795,2021-03-17 17:37:20 +0200,2021-03-17 17:37:32 +0200,0
92796,2021-03-17 17:38:29 +0200,2021-03-17 17:39:47 +0200,0
92797,2021-03-17 17:40:14 +0200,2021-03-17 17:41:26 +0200,0
92798,2021-03-17 17:50:34 +0200,2021-03-17 17:51:41 +0200,0
92799,2021-03-17 18:01:36 +0200,2021-03-17 18:06:15 +0200,0
92800,2021-03-17 19:15:47 +0200,2021-03-17 19:16:08 +0200,0.1
92801,2021-03-17 19:16:36 +0200,2021-03-17 19:17:23 +0200,0
92802,2021-03-17 19:53:19 +0200,2021-03-17 19:53:35 +0200,0
92803,2021-03-17 19:56:24 +0200,2021-03-17 19:57:01 +0200,0
92804,2021-03-18 10:18:57 +0200,2021-03-18 10:21:48 +0200,0
92805,2021-03-18 12:27:56 +0200,2021-03-18 12:28:14 +0200,0
92806,2021-03-18 12:34:12 +0200,2021-03-18 12:34:33 +0200,0
92807,2021-03-18 12:41:10 +0200,2021-03-18 12:41:46 +0200,0
92808,2021-03-18 12:42:18 +0200,2021-03-18 12:42:51 +0200,0
92809,2021-03-18 12:52:28 +0200,2021-03-18 12:52:46 +0200,0
92810,2021-03-18 12:56:05 +0200,2021-03-18 12:56:35 +0200,0
92811,2021-03-18 12:57:20 +0200,2021-03-18 12:58:16 +0200,0
92812,2021-03-18 12:58:31 +0200,2021-03-18 12:58:45 +0200,0
92813,2021-03-18 13:00:25 +0200,2021-03-18 13:04:14 +0200,0
92814,2021-03-18 13:22:32 +0200,2021-03-18 13:23:24 +0200,0.04
92815,2021-03-18 13:23:51 +0200,2021-03-18 13:24:21 +0200,0
92816,2021-03-18 13:31:49 +0200,2021-03-18 13:33:11 +0200,0
92817,2021-03-18 13:54:36 +0200,2021-03-18 13:55:55 +0200,0
92818,2021-03-18 14:23:24 +0200,2021-03-18 14:23:41 +0200,0
92819,2021-03-18 14:25:52 +0200,2021-03-18 14:26:09 +0200,0
92820,2021-03-18 14:39:03 +0200,2021-03-18 14:39:40 +0200,0
92821,2021-03-18 14:44:30 +0200,2021-03-18 14:47:46 +0200,0.01
92822,2021-03-18 14:51:56 +0200,2021-03-18 14:52:22 +0200,0.09
92823,2021-03-18 15:11:38 +0200,2021-03-18 15:13:16 +0200,0
92824,2021-03-18 15:13:44 +0200,2021-03-18 15:14:13 +0200,0
92825,2021-03-18 15:27:02 +0200,2021-03-18 15:28:36 +0200,0
92826,2021-03-18 15:32:51 +0200,2021-03-18 15:33:12 +0200,0
92827,2021-03-18 15:34:37 +0200,2021-03-18 15:34:58 +0200,0
92828,2021-03-18 15:41:15 +0200,2021-03-18 15:41:34 +0200,0
92829,2021-03-18 15:42:54 +0200,2021-03-18 15:43:09 +0200,0
92830,2021-03-18 15:43:33 +0200,2021-03-18 15:43:59 +0200,0
92831,2021-03-18 15:44:54 +0200,2021-03-18 15:45:26 +0200,0
92832,2021-03-18 18:20:34 +0200,2021-03-18 18:21:54 +0200,0
92833,2021-03-18 18:22:49 +0200,2021-03-18 18:27:35 +0200,0
92834,2021-03-18 19:00:47 +0200,2021-03-18 19:01:08 +0200,0
92835,2021-03-18 19:32:15 +0200,2021-03-18 19:37:14 +0200,0.01
92836,2021-03-18 19:48:14 +0200,2021-03-18 19:53:13 +0200,0
92837,2021-03-18 19:53:13 +0200,2021-03-18 19:53:36 +0200,0
92838,2021-03-19 19:07:21 +0200,2021-03-19 19:07:34 +0200,0
92839,2021-03-20 00:08:04 +0200,2021-03-20 00:08:16 +0200,0
92840,2021-03-20 13:09:43 +0200,2021-03-20 13:10:07 +0200,0
92841,2021-03-20 13:11:49 +0200,2021-03-20 13:11:59 +0200,0
92842,2021-03-20 13:18:51 +0200,2021-03-20 13:19:39 +0200,0.37
92843,2021-03-20 13:37:49 +0200,2021-03-20 13:39:15 +0200,0.02
92844,2021-03-20 13:45:15 +0200,2021-03-20 13:47:04 +0200,0.54
92845,2021-03-20 13:50:52 +0200,2021-03-20 13:55:44 +0200,0.08
92846,2021-03-20 13:57:18 +0200,2021-03-20 13:58:09 +0200,0.95
92847,2021-03-20 14:01:32 +0200,2021-03-20 14:03:21 +0200,0.17
92848,2021-03-20 14:11:33 +0200,2021-03-20 14:12:47 +0200,0.14
92849,2021-03-20 14:14:11 +0200,2021-03-20 14:14:40 +0200,0.05
92850,2021-03-20 14:14:54 +0200,2021-03-20 14:17:06 +0200,0.08
92851,2021-03-20 14:18:01 +0200,2021-03-20 14:21:14 +0200,0.03
92852,2021-03-20 14:22:17 +0200,2021-03-20 14:23:23 +0200,0.19
92853,2021-03-20 14:29:10 +0200,2021-03-20 14:30:44 +0200,0.53
92854,2021-03-20 14:31:45 +0200,2021-03-20 14:32:59 +0200,0.31
92855,2021-03-20 14:59:05 +0200,2021-03-20 15:01:16 +0200,0.04
92856,2021-03-20 15:03:02 +0200,2021-03-20 15:03:36 +0200,0.43
92857,2021-03-20 15:04:32 +0200,2021-03-20 15:06:06 +0200,0.13
92858,2021-03-20 15:06:23 +0200,2021-03-20 15:11:23 +0200,0.09
92859,2021-03-20 15:11:23 +0200,2021-03-20 15:14:16 +0200,0.26
92860,2021-03-20 15:45:27 +0200,2021-03-20 15:47:10 +0200,0.04
92861,2021-03-20 20:59:15 +0200,2021-03-20 21:00:14 +0200,0
92862,2021-03-20 21:50:02 +0200,2021-03-20 21:50:20 +0200,0
92863,2021-03-21 13:44:58 +0200,2021-03-21 13:45:31 +0200,0
92864,2021-03-21 14:13:22 +0200,2021-03-21 14:13:44 +0200,0
92865,2021-03-21 14:14:24 +0200,2021-03-21 14:15:04 +0200,0
92866,2021-03-21 14:20:52 +0200,2021-03-21 14:21:10 +0200,0
92867,2021-03-21 14:21:27 +0200,2021-03-21 14:23:03 +0200,0
92868,2021-03-21 14:23:37 +0200,2021-03-21 14:25:51 +0200,0.02
92869,2021-03-21 14:26:06 +0200,2021-03-21 14:27:52 +0200,0.01
92870,2021-03-21 14:28:26 +0200,2021-03-21 14:30:15 +0200,0.08
92871,2021-03-21 14:31:27 +0200,2021-03-21 14:33:19 +0200,0.12
92872,2021-03-21 14:33:30 +0200,2021-03-21 14:35:12 +0200,0.01
92873,2021-03-21 14:35:57 +0200,2021-03-21 14:38:41 +0200,0.01
92874,2021-03-21 14:52:43 +0200,2021-03-21 14:55:05 +0200,0.01
92875,2021-03-21 15:31:08 +0200,2021-03-21 15:32:44 +0200,0.01
92876,2021-03-21 15:36:42 +0200,2021-03-21 15:37:05 +0200,0.13
92877,2021-03-21 15:37:49 +0200,2021-03-21 15:38:37 +0200,0
92878,2021-03-21 15:43:37 +0200,2021-03-21 15:45:51 +0200,0.03
92879,2021-03-21 15:46:15 +0200,2021-03-21 15:47:19 +0200,0.07
92880,2021-03-21 15:47:59 +0200,2021-03-21 15:48:50 +0200,0.05
92881,2021-03-21 15:49:01 +0200,2021-03-21 15:51:19 +0200,0
92882,2021-03-21 15:52:18 +0200,2021-03-21 15:53:20 +0200,0.04
92883,2021-03-21 15:53:39 +0200,2021-03-21 15:54:09 +0200,0.25
92884,2021-03-21 15:54:27 +0200,2021-03-21 15:59:27 +0200,0.01
92885,2021-03-21 15:59:27 +0200,2021-03-21 15:59:59 +0200,0.04
92886,2021-03-21 16:00:28 +0200,2021-03-21 16:01:51 +0200,0
92887,2021-03-21 16:03:11 +0200,2021-03-21 16:08:10 +0200,0.11
92888,2021-03-21 16:08:10 +0200,2021-03-21 16:12:44 +0200,0.07
92889,2021-03-21 16:23:11 +0200,2021-03-21 16:25:08 +0200,0.05
92890,2021-03-21 16:30:07 +0200,2021-03-21 16:30:23 +0200,0.18
92891,2021-03-22 13:47:42 +0200,2021-03-22 13:47:53 +0200,0
92892,2021-03-22 14:39:48 +0200,2021-03-22 14:40:21 +0200,0
92893,2021-03-22 14:43:36 +0200,2021-03-22 14:44:13 +0200,0
92894,2021-03-22 14:45:18 +0200,2021-03-22 14:48:14 +0200,0.13
92895,2021-03-22 14:48:25 +0200,2021-03-22 14:49:15 +0200,0
92896,2021-03-22 14:49:27 +0200,2021-03-22 14:50:09 +0200,0.41
92897,2021-03-22 14:50:21 +0200,2021-03-22 14:51:20 +0200,0.21
92898,2021-03-22 14:51:44 +0200,2021-03-22 14:52:18 +0200,0.18
92899,2021-03-22 15:19:31 +0200,2021-03-22 15:23:07 +0200,0.01
92900,2021-03-22 15:23:48 +0200,2021-03-22 15:25:49 +0200,0.01
92901,2021-03-22 15:26:01 +0200,2021-03-22 15:28:06 +0200,0.02
92902,2021-03-22 15:35:47 +0200,2021-03-22 15:38:58 +0200,0
92903,2021-03-22 15:39:23 +0200,2021-03-22 15:41:10 +0200,0
92904,2021-03-22 15:41:41 +0200,2021-03-22 15:43:24 +0200,0
92905,2021-03-22 15:45:25 +0200,2021-03-22 15:46:43 +0200,0
92906,2021-03-22 15:48:08 +0200,2021-03-22 15:50:49 +0200,0.16
92907,2021-03-22 15:52:21 +0200,2021-03-22 15:53:19 +0200,0.59
92908,2021-03-22 16:02:44 +0200,2021-03-22 16:02:56 +0200,0
92909,2021-03-23 09:23:36 +0200,2021-03-23 09:25:29 +0200,0
92910,2021-03-23 10:47:47 +0200,2021-03-23 10:48:12 +0200,0
92911,2021-03-23 11:46:58 +0200,2021-03-23 11:47:33 +0200,0
92912,2021-03-23 12:16:21 +0200,2021-03-23 12:18:01 +0200,0
92913,2021-03-23 12:45:40 +0200,2021-03-23 12:46:14 +0200,0.03
92914,2021-03-23 12:59:50 +0200,2021-03-23 13:00:12 +0200,0
92915,2021-03-23 13:02:02 +0200,2021-03-23 13:02:26 +0200,0
92916,2021-03-23 13:08:05 +0200,2021-03-23 13:08:51 +0200,0.03
92917,2021-03-23 13:42:17 +0200,2021-03-23 13:43:25 +0200,0
92918,2021-03-23 15:28:36 +0200,2021-03-23 15:29:32 +0200,0
92919,2021-03-23 16:15:26 +0200,2021-03-23 16:16:53 +0200,0
92920,2021-03-23 16:17:42 +0200,2021-03-23 16:18:20 +0200,0
92921,2021-03-23 16:29:25 +0200,2021-03-23 16:30:17 +0200,0
92922,2021-03-23 17:39:26 +0200,2021-03-23 17:39:36 +0200,0
92923,2021-03-23 18:09:58 +0200,2021-03-23 18:14:51 +0200,0.01
92924,2021-03-24 01:39:07 +0200,2021-03-24 01:41:02 +0200,0
92925,2021-03-24 02:23:47 +0200,2021-03-24 02:24:07 +0200,0.09
92926,2021-03-24 18:32:29 +0200,2021-03-24 18:33:06 +0200,0.12
92927,2021-03-25 10:18:38 +0200,2021-03-25 10:23:38 +0200,0
92928,2021-03-25 10:49:57 +0200,2021-03-25 10:50:22 +0200,0
92929,2021-03-25 11:05:05 +0200,2021-03-25 11:05:58 +0200,0
92930,2021-03-25 12:29:01 +0200,2021-03-25 12:30:43 +0200,0
92931,2021-03-25 12:49:27 +0200,2021-03-25 12:52:45 +0200,0
