,"x","y","z","abs"
6.449834042E0,2.566002642E0,-2.892836854E-1,5.877474993E-1,2.648301669E0
6.459809042E0,2.475657021E0,-4.097193709E-1,5.363188988E-1,2.566005769E0
6.469784417E0,2.091554740E0,-2.366739473E-1,5.110185814E-1,2.166046116E0
6.479758417E0,1.737401167E0,-1.185063967E-1,5.054619724E-1,1.813311442E0
6.489733417E0,1.631880998E0,-1.362591282E-1,3.153268915E-1,1.667643004E0
6.499708417E0,1.574157285E0,-2.557592592E-1,3.810981274E-2,1.595254310E0
6.509682417E0,1.495820675E0,-2.466589451E-1,-2.326449233E-1,1.533767840E0
6.519657417E0,1.576241086E0,-1.372932082E-1,-4.488889915E-1,1.644653980E0
6.529632417E0,1.542308671E0,-1.246442190E-1,-6.400368100E-1,1.674484797E0
6.539606417E0,1.405108725E0,-1.411152408E-1,-7.953903133E-1,1.620768272E0
6.549581417E0,1.105708334E0,-3.910559356E-2,-8.639693820E-1,1.403767523E0
6.559556417E0,7.947556711E-1,1.380729344E-1,-8.338766867E-1,1.160194398E0
6.569531417E0,7.092174111E-1,2.079474539E-1,-6.503951526E-1,9.845025822E-1
6.579505417E0,7.443007050E-1,1.243384096E-1,-4.693700337E-1,8.886798120E-1
6.589480417E0,7.609345718E-1,-1.348063874E-1,-3.413926095E-1,8.448331779E-1
6.599454417E0,6.643588883E-1,-1.731202680E-1,-2.840583211E-1,7.429888892E-1
6.609429417E0,6.419232680E-1,-5.010654509E-2,-2.735426885E-1,6.995725483E-1
6.619404417E0,7.457372198E-1,-2.260191509E-1,-2.141162664E-1,8.081178336E-1
6.629378417E0,6.632056712E-1,-4.626860815E-1,-1.353203577E-1,8.198974152E-1
6.639353417E0,4.755786073E-1,-2.337687582E-1,1.429761171E-2,5.301200484E-1
6.649328417E0,4.324499832E-1,8.641600013E-2,2.725603563E-1,5.184301890E-1
6.659302417E0,5.635889970E-1,-7.426256239E-3,4.153920472E-1,7.001701648E-1
6.669277417E0,6.320188887E-1,-1.974093094E-1,4.021521968E-1,7.746900674E-1
6.679252417E0,6.604479050E-1,-3.382640567E-1,3.691540200E-1,8.287874865E-1
6.689226417E0,7.406589130E-1,-4.075105852E-1,2.866626710E-1,8.926455004E-1
6.699201417E0,7.346339419E-1,-3.162639078E-1,1.816601264E-1,8.201891792E-1
6.709176417E0,6.422396754E-1,-1.822743765E-1,-1.785330355E-2,6.678431623E-1
6.719150417E0,5.219071933E-1,-1.320491329E-1,-1.391777658E-1,5.560526436E-1
6.729125417E0,2.896448240E-1,-7.777469248E-2,-1.221343017E-1,3.238206518E-1
6.739100417E0,2.106364422E-2,-5.891069770E-2,-1.454652768E-1,1.583486475E-1
6.749075417E0,-5.590800628E-2,-1.210095897E-1,-1.805403847E-1,2.244189307E-1
6.759049417E0,-2.182692513E-2,-1.935296819E-1,-1.780483013E-1,2.638775285E-1
6.769024417E0,4.470642217E-2,-1.431421781E-1,-1.984246784E-1,2.487181142E-1
6.778998417E0,1.382883313E-1,-9.894336730E-2,-1.286252958E-1,2.132086284E-1
6.788973417E0,2.659426969E-1,-6.013071924E-2,-1.813338518E-2,2.732581949E-1
6.798948417E0,2.593512037E-1,1.732149929E-2,1.725659519E-1,3.119969375E-1
6.808923417E0,4.353712521E-2,1.139172095E-1,2.723861092E-1,2.984406212E-1
6.818897417E0,-2.005698757E-1,1.731211451E-1,2.741718489E-1,3.812734040E-1
6.828872417E0,-4.147479033E-1,1.494264731E-1,2.106196314E-1,4.885741738E-1
6.838846417E0,-4.831077015E-1,1.672253975E-1,1.188136679E-1,5.248562398E-1
6.848821417E0,-4.932208264E-1,8.023870915E-2,1.065140498E-1,5.109307946E-1
6.858796417E0,-6.941402194E-1,4.170760453E-2,7.201957047E-2,6.991115698E-1
6.868770417E0,-8.259447925E-1,5.972141415E-2,4.997615218E-3,8.281161897E-1
6.878745417E0,-9.418007194E-1,8.068719059E-2,-5.492289662E-3,9.452667259E-1
6.888720417E0,-9.571140656E-1,1.314071086E-1,7.075247884E-2,9.686800690E-1
6.898695417E0,-7.874514024E-1,1.816501862E-1,1.761771923E-1,8.271123892E-1
6.908669417E0,-5.037727118E-1,1.420879251E-1,3.136066407E-1,6.101844382E-1
6.918644417E0,-2.955710502E-1,7.051742077E-2,4.160638922E-1,5.152126889E-1
6.928618417E0,-1.803942043E-1,5.943665475E-2,4.549461222E-1,4.930017839E-1
6.938593417E0,-1.390526354E-1,3.968476027E-2,4.865567547E-1,5.075903773E-1
6.948568417E0,-1.899525746E-1,1.037062168E-2,5.774160540E-1,6.079464037E-1
6.958542417E0,-2.936617150E-1,-3.172699213E-2,6.570194632E-1,7.203598961E-1
6.968517417E0,-3.752379017E-1,-8.625637114E-2,7.186023384E-1,8.152502470E-1
6.978492417E0,-3.857920528E-1,-1.880242360E-1,7.066020977E-1,8.267255566E-1
6.988466417E0,-3.333573657E-1,-2.277467108E-1,5.169920969E-1,6.559546675E-1
6.998441417E0,-3.130327365E-1,-1.711898097E-1,3.098901504E-1,4.725752325E-1
7.008416417E0,-4.599164017E-1,-1.879391590E-1,4.354363024E-2,4.987386808E-1
7.018390417E0,-6.760185286E-1,-1.739090574E-1,-2.774462897E-1,7.511470262E-1
7.028365417E0,-7.847272577E-1,-1.356290907E-1,-5.106624860E-1,9.460276390E-1
7.038340417E0,-8.060091493E-1,3.274440765E-5,-4.946153873E-1,9.456717883E-1
7.048314417E0,-6.784234884E-1,-2.515092105E-2,-2.894827831E-1,7.380320320E-1
7.058289417E0,-2.756803574E-1,-3.223774642E-2,-6.878489077E-2,2.859550541E-1
7.068264417E0,1.732331192E-1,4.230051219E-2,1.224406958E-1,2.163117447E-1
7.078238417E0,4.189728820E-1,6.082916915E-2,2.458011585E-1,4.895474167E-1
7.088213417E0,5.808962437E-1,5.329152346E-2,3.099497920E-1,6.605674121E-1
7.098188417E0,7.464990389E-1,-5.120114386E-3,2.720358610E-1,7.945379414E-1
7.108162417E0,8.198459273E-1,-6.351040989E-2,5.495388687E-2,8.241364246E-1
7.118137417E0,8.772530866E-1,-2.059263638E-1,-1.959132993E-1,9.221500236E-1
7.128112417E0,1.019617293E0,-4.214354369E-1,-3.760970038E-1,1.165622669E0
7.138086417E0,1.268535456E0,-5.290721521E-1,-4.781478739E-1,1.455240507E0
7.148061417E0,1.519070520E0,-5.103403044E-1,-5.105753624E-1,1.681876830E0
7.158036417E0,1.727267065E0,-5.081955457E-1,-4.093431026E-1,1.846422488E0
7.168010417E0,1.853341952E0,-4.990829524E-1,-2.937617755E-1,1.941714748E0
7.177985417E0,1.844833522E0,-4.017507854E-1,-1.677893615E-1,1.895512513E0
7.187960417E0,1.745258655E0,-4.380862606E-1,2.970034719E-2,1.799647037E0
7.197934417E0,1.517265338E0,-5.234754896E-1,1.684688079E-1,1.613847091E0
7.207909417E0,1.263516937E0,-4.845380035E-1,1.903479195E-1,1.366559350E0
7.217884417E0,1.009418871E0,-3.555273762E-1,1.249210846E-1,1.077465290E0
7.227858417E0,7.541256353E-1,-3.042540193E-1,3.801157951E-2,8.140766931E-1
7.237833417E0,5.324445337E-1,-4.070208809E-1,-8.473375618E-2,6.755316339E-1
7.247808417E0,2.499901038E-1,-3.637547010E-1,-2.125398570E-1,4.898833793E-1
7.257782417E0,-6.772800654E-2,-1.920784029E-1,-2.627358645E-1,3.324324446E-1
7.267757417E0,-3.850434630E-1,-8.186365038E-2,-2.287705582E-1,4.552978080E-1
7.277732417E0,-5.513450005E-1,1.871401370E-3,-1.782167011E-1,5.794359363E-1
7.287706417E0,-5.358616465E-1,5.859874874E-2,-8.194989681E-2,5.452497622E-1
7.297681417E0,-5.372609583E-1,4.251919806E-2,9.513010561E-2,5.472722874E-1
7.307656417E0,-5.159745352E-1,9.523915619E-2,3.190129763E-1,6.140598480E-1
7.317630417E0,-5.344308329E-1,2.027776381E-1,4.385405892E-1,7.204532837E-1
7.327605417E0,-6.217104667E-1,2.168089092E-1,4.597273904E-1,8.030437604E-1
7.337580417E0,-8.005833717E-1,1.511142719E-1,4.175578558E-1,9.154910273E-1
7.347554417E0,-9.977104799E-1,2.221398157E-1,3.056439024E-1,1.066860110E0
7.357529417E0,-1.096130960E0,2.424410561E-1,2.250271708E-1,1.144953263E0
7.367504417E0,-1.070223628E0,2.037950537E-1,1.358454376E-1,1.097891170E0
7.377478417E0,-8.996340354E-1,2.430705088E-1,9.039795399E-4,9.318934956E-1
7.387453417E0,-6.509063454E-1,1.681103736E-1,-1.591734892E-1,6.908519146E-1
7.397428417E0,-4.988327647E-1,7.781533062E-2,-2.867661667E-1,5.806239637E-1
7.407402417E0,-3.377094483E-1,-8.443671763E-3,-2.830718958E-1,4.407365033E-1
7.417377417E0,-9.140769504E-2,-1.166113141E-1,-1.530122781E-1,2.129937148E-1
7.427352417E0,1.425606725E-1,-1.789242142E-1,-9.674218297E-3,2.289781873E-1
7.437326417E0,3.446071163E-1,-2.880934846E-1,1.505254573E-1,4.737191507E-1
7.447301417E0,5.293642205E-1,-2.902876523E-1,1.931902510E-1,6.338894794E-1
7.457276417E0,6.926920103E-1,-1.940208480E-1,1.262735456E-1,7.303501344E-1
7.467250417E0,7.989753874E-1,-2.192895904E-1,4.038321018E-2,8.295061168E-1
7.477225333E0,8.860999238E-1,-3.596385536E-1,-4.222625256E-2,9.572335246E-1
7.487200333E0,9.209675286E-1,-4.564617205E-1,-8.144879043E-2,1.031102515E0
7.497174333E0,9.168768165E-1,-4.610558778E-1,-4.407572687E-2,1.027218715E0
7.507149333E0,9.360483018E-1,-4.177084216E-1,-2.487113178E-2,1.025322058E0
7.517124333E0,9.600864977E-1,-3.976770303E-1,1.221892655E-2,1.039260509E0
7.527098333E0,1.027550941E0,-3.531475595E-1,-4.775421023E-3,1.086552778E0
7.537073333E0,1.118425443E0,-4.137706143E-1,-1.100609708E-1,1.197578812E0
7.547048333E0,1.141342947E0,-5.522186476E-1,-2.169907576E-1,1.286349154E0
7.557022333E0,1.180320852E0,-5.348252276E-1,-3.637120163E-1,1.345912987E0
7.566997333E0,1.330985327E0,-4.275367141E-1,-4.262725461E-1,1.461512185E0
7.576972333E0,1.522391885E0,-3.900516763E-1,-2.808961469E-1,1.596471110E0
7.586946333E0,1.760140112E0,-3.023220992E-1,-1.687792951E-1,1.793872435E0
7.596921333E0,1.950577932E0,-2.012278336E-1,-1.735997397E-1,1.968599446E0
7.606896333E0,2.092460474E0,-2.288752234E-1,-1.559294540E-1,2.110708103E0
7.616870333E0,2.170370091E0,-1.434935957E-1,-6.236113966E-2,2.176002218E0
7.626845333E0,2.232380105E0,6.758621156E-2,1.339252120E-1,2.237414756E0
7.636820333E0,2.451212151E0,1.716450155E-1,3.223195767E-1,2.478264096E0
7.646794333E0,2.748859986E0,1.467206740E-1,4.197593325E-1,2.784592623E0
7.656769333E0,3.049160410E0,2.187095466E-1,4.818164170E-1,3.094731027E0
7.666743333E0,3.229016963E0,2.560396332E-1,4.634725320E-1,3.272142055E0
7.676718333E0,3.208642632E0,3.211374159E-1,3.771033096E-1,3.246648070E0
7.686693333E0,3.168662295E0,4.470697765E-1,2.391271466E-1,3.208967734E0
7.696668333E0,3.074596383E0,6.181527284E-1,-2.498515248E-2,3.136220651E0
7.706642333E0,2.950528992E0,7.452241266E-1,-1.957098162E-1,3.049472522E0
7.716617333E0,2.851811619E0,8.520778996E-1,-1.345561266E-1,2.979424711E0
7.726592333E0,2.802890597E0,1.021631951E0,1.424791038E-2,2.983308658E0
7.736566333E0,2.548937251E0,9.412404831E-1,4.552560246E-1,2.755044973E0
7.746541333E0,2.301758927E0,1.192443153E0,1.038939709E0,2.792742478E0
7.756515333E0,2.143738362E0,1.059223115E0,1.469554397E0,2.806627496E0
7.766490333E0,1.633313127E0,1.671911328E0,1.857803085E0,2.985704534E0
7.776465333E0,1.108321162E0,1.912731829E0,2.445250037E0,3.296386900E0
7.786439333E0,4.316206288E-1,2.426078187E0,3.063242260E0,3.931361708E0
7.796414333E0,3.722008578E-2,2.712865696E0,3.444447976E0,4.384660474E0
7.806389333E0,2.645287670E-2,2.119203445E0,3.682388722E0,4.248730363E0
7.816363333E0,-2.095296190E-1,1.912202656E0,3.713669572E0,4.182315548E0
7.826338333E0,-4.333823948E-1,1.985202366E0,3.614319531E0,4.146342292E0
7.836313333E0,-5.503542629E-1,1.985888390E0,3.347529792E0,3.930979295E0
7.846287333E0,-8.011425117E-1,2.045693127E0,2.889882256E0,3.630166545E0
7.856262333E0,-7.837987930E-1,1.999126194E0,2.167723056E0,3.051207849E0
7.866237333E0,-4.885533961E-1,1.904499534E0,1.206598678E0,2.306877384E0
7.876211333E0,-1.142139922E-1,1.976665577E0,5.895589668E-1,2.065873039E0
7.886186333E0,3.508365571E-1,2.495730219E0,1.817963666E-1,2.526817274E0
7.896161333E0,8.121762076E-1,2.592620337E0,-1.603715837E-1,2.721585833E0
7.906135333E0,8.762165214E-1,2.247413296E0,5.054040849E-2,2.412711390E0
7.916110333E0,5.817260001E-1,2.605694126E0,8.202766478E-1,2.793009273E0
7.926085333E0,4.968332362E-1,3.183544629E0,1.223215295E0,3.446455473E0
7.936059333E0,4.872323274E-1,3.588760474E0,1.027376840E0,3.764585004E0
7.946034333E0,3.048901963E-1,4.145254898E0,4.207358176E-1,4.177692525E0
7.956009333E0,-2.508856049E-1,4.940388519E0,-3.943058181E-1,4.962444899E0
7.965983333E0,-1.057420565E0,5.289090732E0,-1.389953327E0,5.569972107E0
7.975958333E0,-1.579972341E0,5.085757316E0,-2.620429695E0,5.935308910E0
7.985933333E0,-1.667953787E0,4.714575482E0,-3.885963628E0,6.333246018E0
7.995907333E0,-1.338894563E0,4.282839298E0,-4.889356359E0,6.636351159E0
8.005882333E0,-6.282235341E-1,3.679910672E0,-5.390559804E0,6.557022371E0
8.015857333E0,-3.697930841E-2,2.952093122E0,-4.980267114E0,5.789583905E0
8.025831333E0,-2.007391526E-1,1.849164701E0,-3.698110131E0,4.139531959E0
8.035806333E0,-1.079062864E0,6.560935566E-1,-1.857683802E0,2.246291283E0
8.045781333E0,-2.552290336E0,6.681541698E-1,-2.877093226E-1,2.653939074E0
8.055755333E0,-3.933849693E0,7.753418188E-1,7.672353852E-1,4.082276140E0
8.065730333E0,-4.818174987E0,3.832640822E-1,1.481288005E0,5.055285918E0
8.075705333E0,-4.710440916E0,1.883930491E-1,1.554758855E0,4.963972266E0
8.085679333E0,-4.125393661E0,8.807310104E-2,1.318864633E0,4.331978029E0
8.095654333E0,-3.444298287E0,-1.004768873E0,9.102226120E-1,3.701520820E0
8.105629333E0,-3.581970687E0,-2.529477717E0,5.295525008E-1,4.416921708E0
8.115603333E0,-4.485029291E0,-3.049255720E0,4.957555944E-1,5.446028075E0
8.125578333E0,-5.323190525E0,-2.569647211E0,5.839941716E-1,5.939738491E0
8.135552333E0,-5.779048228E0,-2.309689213E0,7.762044293E-1,6.271726715E0
8.145527333E0,-5.883888220E0,-2.341713974E0,1.522407964E0,6.513178251E0
8.155502333E0,-5.311370378E0,-2.495746592E0,2.288715981E0,6.299017954E0
8.165476333E0,-4.377672365E0,-2.835144716E0,2.733944616E0,5.888676766E0
8.175451333E0,-3.601638967E0,-2.689764808E0,2.912004027E0,5.355969139E0
8.185426333E0,-2.621544466E0,-3.082483400E0,3.128615885E0,5.114922937E0
8.195400333E0,-1.446437138E0,-3.808208524E0,3.136586809E0,5.141284797E0
8.205375333E0,-4.786076843E-1,-4.716450099E0,3.342723965E0,5.800669820E0
8.215350333E0,6.384942415E-1,-5.286196361E0,2.702915196E0,5.971373160E0
8.225324333E0,1.955709741E0,-5.739514618E0,1.610847101E0,6.273886915E0
8.235299333E0,2.779711942E0,-6.321535939E0,7.035100901E-1,6.941436563E0
8.245274333E0,2.540354708E0,-6.127767983E0,1.257619143E-2,6.633483297E0
8.255248333E0,2.149929979E0,-5.690550034E0,-4.681959128E-1,6.101128258E0
8.265223333E0,1.609146731E0,-5.494406939E0,-7.345067650E-1,5.772119282E0
8.275198333E0,1.068902889E0,-5.192305865E0,-8.127226299E-1,5.363125176E0
8.285172333E0,8.883549757E-1,-5.059917886E0,-8.784125894E-1,5.211866484E0
8.295147333E0,9.711421207E-1,-5.278823022E0,-9.587018770E-1,5.452357178E0
8.305122333E0,1.181947474E0,-5.400115324E0,-1.083378548E0,5.633112321E0
8.315096333E0,1.383867399E0,-5.262089460E0,-1.199369765E0,5.571639103E0
8.325071333E0,1.474060993E0,-5.320380937E0,-1.145861894E0,5.638466867E0
8.335046333E0,1.427658220E0,-5.522608060E0,-1.032334694E0,5.796820051E0
8.345020333E0,1.230978351E0,-5.432929899E0,-1.016313323E0,5.662590198E0
8.354995333E0,9.162383737E-1,-5.371613656E0,-1.011779977E0,5.542330264E0
8.364970333E0,3.926656010E-1,-5.590322911E0,-8.586402297E-1,5.669493766E0
8.374944333E0,-2.529991541E-1,-5.765563964E0,-8.478462696E-1,5.833059205E0
8.384919333E0,-6.593222429E-1,-5.992447625E0,-1.140895270E0,6.135615403E0
8.394893333E0,-8.497013719E-1,-6.245578853E0,-1.564205616E0,6.494304185E0
8.404868333E0,-1.130049708E0,-6.074864130E0,-1.902707362E0,6.465391082E0
8.414843333E0,-1.475163778E0,-5.793384431E0,-1.930380480E0,6.282179569E0
8.424817333E0,-1.663473650E0,-5.702276040E0,-1.623487612E0,6.157824994E0
8.434792333E0,-1.789686238E0,-5.478408372E0,-9.831941092E-1,5.846589244E0
8.444767333E0,-1.993087336E0,-5.068265371E0,-2.802313185E-1,5.453277967E0
8.454741333E0,-2.284846294E0,-4.686572582E0,3.927943128E-1,5.228649206E0
8.464716333E0,-2.399219879E0,-4.664542612E0,1.182587087E0,5.377055516E0
8.474695167E0,-2.139158531E0,-4.597853948E0,1.892941927E0,5.412900266E0
8.484669167E0,-1.415657541E0,-4.302815140E0,2.493262110E0,5.170557064E0
8.494644167E0,-5.360246377E-1,-3.998578078E0,2.881482146E0,4.957709997E0
8.504619167E0,1.268391724E-1,-3.732901649E0,3.118960962E0,4.866062102E0
8.514593167E0,5.210200976E-1,-3.429048164E0,3.090470989E0,4.645518721E0
8.524568167E0,6.128488652E-1,-2.904194486E0,2.563529854E0,3.921940165E0
8.534543167E0,4.137515377E-1,-2.398784553E0,1.938927355E0,3.112040642E0
8.544517167E0,1.066164491E-1,-2.277474417E0,1.507813314E0,2.733451623E0
8.554492167E0,-1.572367452E-1,-2.292725125E0,1.066596454E0,2.533562687E0
8.564467167E0,-6.356932059E-2,-2.420143847E0,6.273389965E-1,2.500938127E0
8.574441167E0,2.740975162E-1,-2.744358799E0,-2.725270271E-2,2.758147454E0
8.584416167E0,3.893375851E-1,-2.964791813E0,-6.164935809E-1,3.053135860E0
8.594391167E0,3.334413464E-1,-2.425370820E0,-1.161902561E0,2.709912232E0
8.604365167E0,5.083116860E-1,-2.595147211E0,-2.464291495E-1,2.655917383E0
8.614340167E0,9.521541649E-1,-2.974200567E0,4.241371429E-1,3.151564514E0
8.624315167E0,8.428955783E-1,-1.875507431E0,7.276538283E-1,2.181165095E0
8.634289167E0,3.454220720E-1,-3.732356688E-1,6.228196836E-1,8.040681753E-1
8.644264167E0,-2.202771303E-1,-1.586950408E-1,5.604334009E-1,6.227292565E-1
8.654238167E0,-6.517362115E-1,-7.639822868E-1,1.485619622E-1,1.015135302E0
8.664213167E0,-9.899348525E-1,-9.851343615E-1,-5.733551627E-1,1.509700919E0
8.674188167E0,-1.041139139E0,-9.695084086E-1,-1.028798298E0,1.755660332E0
8.684162167E0,-5.631411733E-1,-1.009530553E0,-1.217586765E0,1.678927470E0
8.694137167E0,1.380893067E-1,-7.574585482E-1,-1.184557598E0,1.412794682E0
8.704112167E0,3.817333543E-1,-3.881823215E-1,-7.477156252E-1,9.249240642E-1
8.714086167E0,-1.124624223E-2,3.063458607E-1,-2.569851279E-1,4.000195249E-1
8.724061167E0,-3.398101337E-1,1.034180806E0,2.580300254E-1,1.118740525E0
8.734036167E0,-3.786682804E-1,1.553626980E0,6.427072334E-1,1.723432345E0
8.744010167E0,-5.209092928E-1,1.954879729E0,5.541148996E-1,2.097604483E0
8.753985167E0,-4.054048567E-1,2.187760879E0,1.300257039E-1,2.228801796E0
8.763960167E0,2.572807412E-1,2.065915284E0,-3.075541878E-1,2.104468797E0
8.773934167E0,1.046450896E0,1.806740959E0,-5.713250095E-1,2.164667327E0
8.783909167E0,1.600288199E0,2.131562559E0,-5.956874335E-1,2.731176446E0
8.793884167E0,2.174320177E0,2.474919394E0,-4.041671473E-1,3.319072961E0
8.803858167E0,3.006662262E0,2.497958886E0,-1.529403573E-1,3.911931404E0
8.813833167E0,3.529357733E0,2.507184915E0,-9.737309754E-2,4.330337600E0
8.823808167E0,3.569462031E0,2.436624225E0,-2.464741731E-1,4.328850462E0
8.833782167E0,3.506004831E0,2.594458702E0,-3.163273501E-1,4.373025134E0
8.843757167E0,3.551984704E0,3.097583834E0,-5.294829190E-1,4.742570306E0
8.853731167E0,3.529613549E0,3.295706504E0,-8.557090205E-1,4.904293129E0
8.863706167E0,3.328312917E0,3.236064612E0,-1.156800281E0,4.784137115E0
8.873681167E0,2.985095977E0,3.273014045E0,-1.409954313E0,4.648805233E0
8.883655167E0,2.596231870E0,3.199335034E0,-1.546156431E0,4.400768603E0
8.893630167E0,2.114281552E0,3.017981595E0,-1.531602126E0,3.990514310E0
8.903605167E0,1.566748132E0,2.822125306E0,-1.474899922E0,3.548861892E0
8.913579167E0,1.047795171E0,2.650946898E0,-1.337030763E0,3.148498918E0
8.923554167E0,3.731175551E-1,2.613191134E0,-9.466992974E-1,2.804322409E0
8.933529167E0,-5.406892540E-1,3.014249024E0,-5.027734226E-1,3.103356758E0
8.943503167E0,-1.605655943E0,3.626260715E0,1.169443130E-4,3.965841372E0
8.953478167E0,-2.738019540E0,3.955303712E0,4.829209560E-1,4.834706931E0
8.963453167E0,-3.883724145E0,4.138237947E0,1.025393465E0,5.767127387E0
8.973427167E0,-4.848985428E0,4.220689827E0,1.551904244E0,6.613266143E0
8.983402167E0,-5.637678341E0,4.064021870E0,1.976295156E0,7.225332752E0
8.993377167E0,-6.456407230E0,4.018127659E0,2.249961221E0,7.930502487E0
9.003351167E0,-7.382761726E0,4.296114524E0,2.374113981E0,8.865561905E0
9.013326167E0,-8.262804519E0,4.583004067E0,2.451067432E0,9.761434134E0
9.023301167E0,-9.229939250E0,4.637629048E0,2.370927249E0,1.059814502E1
9.033275167E0,-9.873865628E0,4.246093640E0,2.273261206E0,1.098591144E1
9.043250167E0,-9.791145653E0,2.996743045E0,1.932528747E0,1.042025285E1
9.053225167E0,-1.023812845E1,3.047288132E0,1.950109570E0,1.085855269E1
9.063199167E0,-1.079037809E1,4.178327042E0,1.495280977E0,1.166732795E1
9.073174167E0,-1.082671854E1,4.239060609E0,6.792751354E-1,1.164684008E1
9.083148167E0,-1.036291037E1,3.367864653E0,6.970582724E-2,1.089666383E1
9.093123167E0,-9.587186000E0,2.410899692E0,-3.929171044E-1,9.893480509E0
9.103098167E0,-8.842772883E0,1.945423027E0,-7.583037633E-1,9.085941206E0
9.113072167E0,-8.129312586E0,1.648685749E0,-9.056816643E-1,8.344108526E0
9.123047167E0,-7.311906921E0,1.292109821E0,-1.066162591E0,7.501348764E0
9.133022167E0,-6.632659267E0,8.441375269E-1,-1.074037036E0,6.771875122E0
9.142996167E0,-6.032185303E0,4.518485597E-1,-1.015945534E0,6.133805668E0
9.152971167E0,-5.502381957E0,7.455039158E-2,-1.003594460E0,5.593654154E0
9.162946167E0,-5.248549647E0,-3.199830294E-1,-1.131693506E0,5.378698052E0
9.172920167E0,-5.012737287E0,-7.843995944E-1,-1.215379441E0,5.217275632E0
9.182895167E0,-4.861257272E0,-1.398694622E0,-1.189035396E0,5.196342376E0
9.192870167E0,-4.973846287E0,-2.033213707E0,-8.167332351E-1,5.435085835E0
9.202844167E0,-4.763672213E0,-2.407625836E0,-3.321130782E-1,5.347853234E0
9.212819167E0,-3.680759103E0,-2.791124830E0,6.134080052E-2,4.619754115E0
9.222794167E0,-2.114424808E0,-3.111081547E0,4.235629463E-1,3.785370026E0
9.232768167E0,-9.235544830E-1,-3.254322543E0,6.905696172E-1,3.452601120E0
9.242743167E0,-5.011348866E-2,-3.461967988E0,9.528219169E-1,3.591044878E0
9.252717167E0,4.233354896E-1,-3.654875818E0,1.346751759E0,3.918044217E0
9.262692167E0,4.993503164E-1,-3.898564378E0,1.976941858E0,4.399597034E0
9.272667167E0,1.773339178E-1,-4.256817726E0,2.461863731E0,4.920641981E0
9.282641167E0,3.002105965E-1,-4.624021407E0,2.396187220E0,5.216647733E0
9.292616167E0,1.190824425E0,-4.939965765E0,2.138509197E0,5.513124899E0
9.302591167E0,2.513727365E0,-5.167565711E0,1.979222272E0,6.077818806E0
9.312565167E0,3.704213455E0,-5.117778423E0,2.002222880E0,6.627348623E0
9.322540167E0,4.559717530E0,-4.888883612E0,2.298217707E0,7.069229912E0
9.332515167E0,4.954661572E0,-4.650748738E0,2.582162007E0,7.269504505E0
9.342489167E0,4.876156855E0,-4.423760118E0,2.515279800E0,7.047921093E0
9.352464167E0,4.323891429E0,-4.256681194E0,2.233684326E0,6.465656776E0
9.362439167E0,3.544585637E0,-4.293812183E0,1.920062483E0,5.889613768E0
9.372413167E0,3.075633679E0,-4.755638139E0,1.796226057E0,5.941552380E0
9.382388167E0,2.889677896E0,-4.727344632E0,1.533891311E0,5.748986707E0
9.392363167E0,3.291742676E0,-4.204471113E0,1.297415292E0,5.495128172E0
9.402337167E0,4.340251939E0,-3.890530304E0,1.306291366E0,5.973308134E0
9.412312167E0,5.547211390E0,-3.568029463E0,1.386306419E0,6.739750288E0
9.422286167E0,6.129869472E0,-2.856367770E0,1.645652068E0,6.960050813E0
9.432261167E0,6.454225634E0,-2.508235952E0,2.123897005E0,7.242873368E0
9.442236167E0,6.259424475E0,-2.248909599E0,2.209956325E0,7.008701457E0
9.452210167E0,5.983734689E0,-2.187057167E0,1.744238462E0,6.605351444E0
9.462185167E0,5.913723053E0,-2.200246147E0,1.446527478E0,6.473456974E0
9.472156542E0,5.602372853E0,-2.364818370E0,1.002449575E0,6.163104141E0
9.482130542E0,5.636322371E0,-2.421229968E0,4.574001986E-1,6.151398164E0
9.492105542E0,6.059607575E0,-2.244566872E0,2.707079583E-1,6.467627633E0
9.502080542E0,6.514306945E0,-2.070427434E0,3.619707155E-1,6.844989958E0
9.512054542E0,6.944249203E0,-1.921214969E0,4.337113738E-1,7.218155548E0
9.522029542E0,7.255909306E0,-1.704101420E0,6.140704948E-1,7.478587037E0
9.532004542E0,7.461332517E0,-1.542393455E0,7.612513447E-1,7.657020576E0
9.541978542E0,7.484654721E0,-1.501421430E0,9.510981578E-1,7.692783002E0
9.551953542E0,7.324991235E0,-1.533188476E0,1.096396204E0,7.563613431E0
9.561928542E0,7.126112813E0,-1.571242448E0,1.039558929E0,7.370954444E0
9.571902542E0,6.951826025E0,-1.788485805E0,9.281829196E-1,7.237961736E0
9.581877542E0,6.773233933E0,-2.023019671E0,7.291939849E-1,7.106407698E0
9.591851542E0,6.518181310E0,-2.116375732E0,5.265201348E-1,6.873351241E0
9.601826542E0,6.150287365E0,-2.198324752E0,5.646819878E-1,6.555725141E0
9.611801542E0,5.857036636E0,-2.225066992E0,5.681534797E-1,6.291152490E0
9.621775542E0,5.795269573E0,-2.137840568E0,4.734116292E-1,6.195129562E0
9.631750542E0,5.773782810E0,-2.238395282E0,3.121460062E-1,6.200356159E0
9.641725542E0,5.546516156E0,-2.348908973E0,3.480514187E-1,6.033436386E0
9.651699542E0,5.291207424E0,-2.190409230E0,4.941411781E-1,5.747951296E0
9.661674542E0,5.275596528E0,-2.125230024E0,6.602219832E-1,5.725767586E0
