,"x","y","z","abs"
1.290343342E1,-5.473267208E-1,-3.922885287E-1,2.656992334E-1,7.239149893E-1
1.291340742E1,-8.413901395E-1,-1.156386298E-1,-6.492444205E-1,1.069031327E0
1.292338242E1,-5.651191402E-1,2.085350990E-2,-6.947404361E-1,8.958006391E-1
1.293335742E1,-1.785233145E-1,6.371593952E-2,-5.572671336E-1,5.886229294E-1
1.294333142E1,-6.874301009E-2,-4.041560376E-1,-6.122485024E-1,7.368282926E-1
1.295330642E1,2.882055319E-1,-8.276798075E-1,-6.478241318E-1,1.089858889E0
1.296328042E1,8.576198175E-1,-8.833730748E-1,-4.694021934E-1,1.317648724E0
1.297325542E1,1.127557551E0,-8.820141819E-1,-3.258857936E-1,1.468174581E0
1.298323042E1,1.229543590E0,-9.479693127E-1,-2.006097829E-1,1.565460809E0
1.299320442E1,1.099857829E0,-7.601523605E-1,-3.406897742E-1,1.379705902E0
1.300317942E1,9.728470226E-1,-6.086013016E-1,-6.246504468E-1,1.306527862E0
1.301315442E1,9.210112365E-1,-4.943420300E-1,-5.468824786E-1,1.179710213E0
1.302312842E1,8.397002211E-1,-5.412545335E-1,-2.532832557E-1,1.030633465E0
1.303310342E1,6.743120188E-1,-6.907345086E-1,-1.534133971E-1,9.774182986E-1
1.304307742E1,2.232418697E-1,-8.407445338E-1,1.649604785E-1,8.853814223E-1
1.305305242E1,-3.438863008E-1,-9.585381550E-1,1.045938241E0,1.459808202E0
1.306302742E1,-4.882015765E-1,-9.489209470E-1,2.027555941E0,2.291238713E0
1.307300142E1,-2.730187780E-1,-6.905421352E-1,2.362410779E0,2.476362732E0
1.308297642E1,-2.310163276E-1,-4.785586408E-1,2.152507432E0,2.217132192E0
1.309295042E1,-2.794871141E-1,-4.109750605E-1,1.666472833E0,1.739006973E0
1.310292542E1,-2.796522979E-1,-4.375907090E-1,1.120296698E0,1.234809997E0
1.311290042E1,-4.016123526E-1,-4.736741692E-1,2.534452236E-1,6.707415163E-1
1.312287442E1,-6.273197007E-1,-3.176885819E-1,-7.270691067E-1,1.011476904E0
1.313284942E1,-7.662793654E-1,-1.109743059E-1,-1.695384976E0,1.863821230E0
1.314282442E1,-5.621527746E-1,1.031711966E-2,-2.280014740E0,2.348316290E0
1.315279842E1,-6.881631956E-1,8.746940526E-1,-2.102182785E0,2.378619501E0
1.316277342E1,-9.573719278E-1,1.471855277E0,-8.220764208E-1,1.938744079E0
1.317274742E1,-3.908530372E-1,1.716646621E0,2.135549337E-1,1.773484544E0
1.318272242E1,7.083907610E-1,1.302217026E0,2.497375041E-1,1.503314828E0
1.319269742E1,1.236141881E0,5.694843060E-1,2.896827579E-2,1.361322256E0
1.320267142E1,1.112897924E0,-1.823319715E-1,4.835430998E-1,1.227029203E0
1.321264642E1,4.235370724E-1,-4.747319305E-1,1.353760816E0,1.495801593E0
1.322262042E1,8.726092279E-2,-9.544994831E-3,6.452349848E-1,6.511787474E-1
1.323259542E1,1.038456729E-1,3.505888179E-1,5.198607409E-1,6.355718944E-1
1.324257042E1,-1.777040465E-1,5.148087466E-1,7.938466483E-1,9.627041471E-1
1.325254442E1,-1.471704272E0,5.683189559E-1,1.812540958E0,2.402957475E0
1.326251942E1,-2.574041979E0,9.417981613E-1,-9.792156637E-2,2.742674701E0
1.327249342E1,1.075190546E0,1.374202682E0,-1.513329577E-1,1.751390701E0
1.328246842E1,3.314111200E-1,3.747600380E-1,-7.288185936E-1,8.839994112E-1
1.329244342E1,1.559750623E-1,-2.219980207E-1,-1.038940879E0,1.073782795E0
1.330241742E1,5.451942413E-1,-2.028191534E-1,-9.334471679E-1,1.099861803E0
1.331239242E1,8.151179418E-1,-4.257006884E-2,-8.814203972E-1,1.201304036E0
1.332236742E1,9.579089946E-1,-1.265843251E-1,-6.887669206E-1,1.186597280E0
1.333234142E1,8.082223204E-1,-4.558357760E-1,-2.579078186E-1,9.630815213E-1
1.334231642E1,6.367572530E-1,-5.824288720E-1,1.771314579E-1,8.809419638E-1
1.335229042E1,3.110245103E-1,-4.110659847E-1,6.098154759E-1,7.984900779E-1
1.336226542E1,1.484621210E-1,-2.253429204E-1,7.646041381E-1,8.108266900E-1
1.337224042E1,1.694507016E-1,-1.306250435E-1,4.398503655E-1,4.891265545E-1
1.338221442E1,2.022157207E-1,-4.934962302E-2,-8.878996968E-2,2.262968000E-1
1.339218942E1,2.393652745E-1,2.085146338E-2,-3.367814952E-1,4.137055640E-1
1.340216342E1,2.077739377E-1,1.501173216E-1,-3.465820134E-1,4.310734409E-1
1.341213842E1,3.055558287E-1,1.067920849E-1,-1.240048259E-1,3.466209900E-1
1.342211342E1,3.182739613E-1,-1.342079249E-1,1.956940287E-1,3.969965169E-1
1.343208742E1,2.391699775E-1,-3.702293229E-1,5.625003916E-1,7.146178841E-1
1.344206242E1,7.932683587E-2,-3.229329497E-1,5.523648280E-1,6.447366440E-1
1.345203742E1,-1.736275870E-1,7.092087865E-3,3.682196349E-1,4.071640163E-1
1.346201142E1,-3.145946740E-1,4.098635048E-1,2.879952514E-1,5.915227521E-1
1.347198642E1,-2.922819914E-1,5.677336496E-1,2.406018144E-1,6.823778224E-1
1.348196121E1,-2.416100205E-1,3.441039634E-1,1.422352749E-1,4.438623808E-1
1.349193621E1,-2.041682522E-1,6.647699475E-2,-6.339083433E-2,2.238800213E-1
1.350191121E1,-1.964714891E-1,-3.128114194E-2,-2.583907986E-1,3.261063640E-1
1.351188521E1,-8.665281236E-2,-1.071771240E-1,-2.893693471E-1,3.205156234E-1
1.352186021E1,1.564627200E-2,-1.865141925E-1,-8.375551701E-2,2.050544720E-1
1.353183421E1,-1.056489542E-2,-1.105381036E-1,7.858950198E-2,1.360389620E-1
1.354180921E1,3.114577889E-2,3.137148142E-2,1.431743377E-1,1.498436531E-1
1.355178421E1,1.433515084E-1,1.636284828E-2,2.694665945E-1,3.056626299E-1
1.356175821E1,1.250937237E-1,-1.911288151E-1,3.883779109E-1,4.505730410E-1
1.357173321E1,6.690047935E-2,-2.421785161E-1,3.749117732E-1,4.513146856E-1
1.358170821E1,1.249645002E-1,-1.611013162E-1,4.076690447E-1,4.558111565E-1
1.359168221E1,9.359550387E-2,-6.587473154E-3,2.854943973E-1,3.005171610E-1
1.360165721E1,-9.208589897E-2,1.653665677E-1,-1.215285301E-1,2.249335416E-1
1.361163121E1,-7.947035578E-1,7.003578562E-1,-2.590449266E0,2.798657226E0
1.362160621E1,-1.053757138E0,9.537744284E-1,-1.376972508E-1,1.427953185E0
1.363158121E1,-9.503223784E-1,9.267579532E-1,1.422961444E0,1.945973329E0
1.364155521E1,-1.012121308E0,1.210942867E0,1.281631903E0,2.033064806E0
