Time,x,y,z,abs
1.814609046E1,-2.210340500E-1,9.248104692E-1,-4.346871004E-2,9.518508202E-1
1.815606446E1,-2.960401177E-1,8.717051744E-1,-5.345902592E-2,9.221537453E-1
1.816603946E1,-3.762735724E-1,8.242303729E-1,-5.738601834E-2,9.078715019E-1
1.817601446E1,-4.189877510E-1,7.913067937E-1,-5.823716521E-2,8.972785212E-1
1.818598946E1,-4.373635948E-1,7.626571059E-1,-6.680290401E-2,8.817002910E-1
1.819596346E1,-4.623579085E-1,7.381229997E-1,-7.842786610E-2,8.745006166E-1
1.820593846E1,-5.254433155E-1,6.858161092E-1,-8.264938742E-2,8.679085981E-1
1.821591346E1,-6.223770380E-1,6.230502129E-1,-7.747007161E-2,8.840511055E-1
1.822588846E1,-7.164864540E-1,5.533087254E-1,-6.465889513E-2,9.075704695E-1
1.823586346E1,-7.986093163E-1,5.118646026E-1,-5.493649468E-2,9.501580026E-1
1.824583746E1,-8.515639305E-1,4.757372439E-1,-4.268812388E-2,9.763756085E-1
1.825581246E1,-8.195183873E-1,4.281276464E-1,-1.339148916E-2,9.247069810E-1
1.826578746E1,-6.833821535E-1,3.853105009E-1,1.922584139E-2,7.847579135E-1
1.827576246E1,-4.888608754E-1,3.357535899E-1,5.460273847E-2,5.955643438E-1
1.828573746E1,-2.847097516E-1,2.905981839E-1,6.430870295E-2,4.118768704E-1
1.829571146E1,-7.527423650E-2,2.331660539E-1,4.101722687E-2,2.484251039E-1
1.830568646E1,9.910392761E-2,1.388345212E-1,7.065976039E-3,1.707235800E-1
1.831566146E1,2.126182467E-1,8.547352627E-3,-1.653682254E-2,2.134315875E-1
1.832563646E1,2.554309368E-1,-1.058128327E-1,-3.243473917E-2,2.783762406E-1
1.833561146E1,2.494473457E-1,-1.933474839E-1,-5.404975265E-2,3.202008800E-1
1.834558546E1,2.269071043E-1,-2.554002702E-1,-5.902164429E-2,3.466982643E-1
1.835556046E1,1.792106777E-1,-2.638882995E-1,-5.105692893E-2,3.230484663E-1
1.836553546E1,1.284868121E-1,-2.397013605E-1,-4.056824371E-2,2.749752452E-1
1.837551046E1,8.615854383E-2,-2.242529094E-1,-2.504920401E-2,2.415370048E-1
1.838548446E1,3.085535392E-2,-2.479691058E-1,-1.098726876E-2,2.501228706E-1
1.839545946E1,-2.120651491E-2,-3.285653889E-1,1.728325151E-2,3.297023534E-1
1.840543446E1,-6.513291597E-2,-4.474371970E-1,3.669669479E-2,4.536397132E-1
1.841540946E1,-1.156402975E-1,-5.584449172E-1,4.545689747E-2,5.721011567E-1
1.842538446E1,-1.604527980E-1,-6.642235518E-1,5.085597932E-2,6.852184744E-1
1.843535846E1,-1.994135082E-1,-7.798643708E-1,4.875501245E-2,8.064311721E-1
1.844533346E1,-2.013371885E-1,-8.835179806E-1,2.478616871E-2,9.065070544E-1
1.845530846E1,-1.755527258E-1,-9.739826322E-1,-2.233197214E-3,9.896797030E-1
1.846528346E1,-1.264158040E-1,-1.047022223E0,-2.686805651E-2,1.054968428E0
1.847525846E1,-7.591853291E-2,-1.095665097E0,-3.379786760E-2,1.098812052E0
1.848523246E1,-2.676483244E-2,-1.116865993E0,-3.492997587E-2,1.117732573E0
1.849520746E1,2.386558615E-2,-1.118483305E0,-4.223396257E-2,1.119534804E0
1.850518246E1,6.461533159E-2,-1.117200136E0,-5.336495116E-2,1.120338834E0
1.851515763E1,1.241457686E-1,-1.134868383E0,-7.276128978E-2,1.143954818E0
1.852513262E1,1.988964230E-1,-1.165420651E0,-9.953774512E-2,1.186453895E0
1.853510663E1,2.850092053E-1,-1.183809042E0,-1.299153566E-1,1.224545669E0
1.854508162E1,3.823347390E-1,-1.190885186E0,-1.530598551E-1,1.260085195E0
1.855505662E1,4.913003743E-1,-1.185599089E0,-1.597291976E-1,1.293265121E0
1.856503162E1,5.894476175E-1,-1.165305495E0,-1.567900777E-1,1.315282677E0
1.857500662E1,6.697794795E-1,-1.137265325E0,-1.687644571E-1,1.330585740E0
1.858498062E1,7.338119149E-1,-1.106693745E0,-1.989514828E-1,1.342696043E0
1.859495562E1,7.695464492E-1,-1.085457683E0,-2.463014275E-1,1.353175713E0
1.860493062E1,8.105518818E-1,-1.090893507E0,-2.929512560E-1,1.390274590E0
1.861490562E1,8.529256582E-1,-1.113723397E0,-3.319351375E-1,1.441541855E0
1.862487962E1,8.848625422E-1,-1.123497486E0,-3.700857460E-1,1.477224350E0
1.863485462E1,8.957146406E-1,-1.135850906E0,-4.172069430E-1,1.505497802E0
1.864482962E1,8.900141120E-1,-1.145814061E0,-4.756977856E-1,1.526860624E0
1.865480462E1,8.768506050E-1,-1.150710583E0,-5.148848891E-1,1.535613323E0
1.866477962E1,8.502086401E-1,-1.121921420E0,-5.393328071E-1,1.507462199E0
1.867475362E1,8.067852259E-1,-1.071215034E0,-5.431906581E-1,1.446879449E0
1.868472862E1,7.215043306E-1,-9.911560416E-1,-5.049967170E-1,1.325888563E0
1.869470362E1,5.981413722E-1,-8.995733857E-1,-4.596513510E-1,1.174003723E0
1.870467862E1,4.627594650E-1,-8.251090050E-1,-4.294018149E-1,1.038911503E0
1.871465362E1,3.476379216E-1,-7.574607134E-1,-4.101577997E-1,9.288855029E-1
1.872462762E1,2.660552263E-1,-6.966717839E-1,-4.086543620E-1,8.503736505E-1
1.873460262E1,2.149736732E-1,-6.310168505E-1,-4.235544801E-1,7.898065227E-1
1.874457762E1,1.711727977E-1,-5.720201731E-1,-4.317207038E-1,7.368106753E-1
1.875455262E1,1.354584694E-1,-5.122992992E-1,-4.333758652E-1,6.845540223E-1
1.876452763E1,1.115243286E-1,-4.477177560E-1,-4.413323700E-1,6.384850239E-1
1.877450162E1,1.083578318E-1,-3.720909059E-1,-4.536742568E-1,5.966685791E-1
1.878447663E1,1.022937000E-1,-2.962422073E-1,-4.515803456E-1,5.496801388E-1
1.879445162E1,9.949257970E-2,-2.261440754E-1,-4.459006190E-1,5.097717904E-1
1.880442662E1,1.084161550E-1,-1.172995567E-1,-4.517028630E-1,4.791124347E-1
1.881440062E1,1.053188965E-1,3.778931918E-3,-4.528677166E-1,4.649682989E-1
1.882437562E1,9.640449286E-2,1.191702113E-1,-4.445294142E-1,4.702145952E-1
1.883435062E1,1.034253836E-1,1.980578303E-1,-4.388355911E-1,4.924432862E-1
1.884432562E1,1.120327488E-1,2.465553582E-1,-4.369619489E-1,5.140784242E-1
1.885430062E1,1.131994799E-1,2.717605829E-1,-4.362615347E-1,5.263003547E-1
1.886427462E1,8.982499689E-2,3.232489824E-1,-4.239218831E-1,5.406183475E-1
1.887424962E1,6.185062230E-2,3.528553545E-1,-3.998287916E-1,5.368383959E-1
1.888422462E1,4.686538875E-2,3.559898734E-1,-3.767818213E-1,5.204706480E-1
1.889419962E1,5.122552067E-2,3.799900115E-1,-3.636465967E-1,5.284461279E-1
1.890417462E1,6.899743527E-2,4.342928827E-1,-3.565959036E-1,5.661550958E-1
1.891414862E1,7.430351526E-2,4.913420379E-1,-3.523281813E-1,6.091577447E-1
1.892412362E1,7.021180540E-2,5.529966950E-1,-3.454876542E-1,6.558176283E-1
1.893409862E1,4.613949358E-2,6.057366133E-1,-3.404318988E-1,6.963760301E-1
1.894407362E1,2.695678920E-2,6.489093900E-1,-3.338399231E-1,7.302459580E-1
1.895404762E1,2.251570299E-2,6.812058091E-1,-3.164012730E-1,7.514373406E-1
1.896402262E1,3.802080452E-2,7.220645547E-1,-3.120035827E-1,7.875081195E-1
1.897399762E1,5.833113939E-2,7.808958888E-1,-3.245558441E-1,8.476658580E-1
1.898397262E1,4.219767451E-2,8.323497176E-1,-3.257863522E-1,8.948315168E-1
1.899394762E1,-6.405547727E-3,8.460346460E-1,-3.083945811E-1,9.005125601E-1
1.900392162E1,-6.308789551E-2,8.516085744E-1,-2.974953651E-1,9.042791266E-1
1.901389662E1,-1.051112413E-1,8.611120582E-1,-2.975566089E-1,9.171162878E-1
1.902387162E1,-9.928314388E-2,8.349128366E-1,-2.993456125E-1,8.924933518E-1
1.903384663E1,-7.379642874E-2,8.152949214E-1,-3.049020171E-1,8.735656597E-1
1.904382162E1,-4.259628803E-2,8.056997061E-1,-3.142352104E-1,8.658580874E-1
1.905379563E1,-3.235590085E-2,7.878631949E-1,-3.118516803E-1,8.479544733E-1
1.906377062E1,-4.287906364E-2,7.680224776E-1,-2.975211740E-1,8.247520774E-1
1.907374562E1,-4.991699755E-2,7.656043172E-1,-2.870192826E-1,8.191591700E-1
1.908372062E1,-5.662621930E-2,7.839283943E-1,-2.766906917E-1,8.332514596E-1
1.909369562E1,-5.212014914E-2,8.116790652E-1,-2.697331607E-1,8.569103762E-1
1.910366962E1,-2.951066382E-2,8.246759772E-1,-2.613061070E-1,8.655877935E-1
1.911364462E1,-2.391960006E-3,8.221963048E-1,-2.552266419E-1,8.609025054E-1
1.912361962E1,-3.011476249E-2,7.869518399E-1,-2.465919405E-1,8.252318961E-1
1.913359462E1,-5.210634694E-2,7.415420413E-1,-2.143149674E-1,7.736475785E-1
1.914356962E1,-8.198349923E-2,7.079332471E-1,-2.067864537E-1,7.420589019E-1
1.915354362E1,-1.118250191E-1,7.044386268E-1,-2.072546333E-1,7.427604572E-1
1.916351862E1,-1.548490524E-1,6.896389723E-1,-1.823019832E-1,7.299411992E-1
1.917349362E1,-1.997552812E-1,6.579172611E-1,-1.519970745E-1,7.041735621E-1
1.918346862E1,-2.485051602E-1,6.294788718E-1,-1.279001236E-1,6.887357304E-1
1.919344262E1,-2.860085666E-1,5.857540369E-1,-1.033814698E-1,6.599972881E-1
1.920341762E1,-3.119392991E-1,5.379664898E-1,-7.319604605E-2,6.261563156E-1
1.921339262E1,-3.137827218E-1,5.121442080E-1,-6.078198925E-2,6.036934126E-1
1.922336762E1,-3.136785328E-1,4.848863482E-1,-4.931633547E-2,5.796042560E-1
1.923334262E1,-3.149669468E-1,4.531137943E-1,-3.847087547E-2,5.531693199E-1
1.924331662E1,-3.081957400E-1,4.229905605E-1,-3.683352098E-2,5.246544927E-1
1.925329162E1,-3.023357093E-1,3.693861961E-1,-3.395357728E-2,4.785455970E-1
1.926326662E1,-3.004506826E-1,2.952017188E-1,-2.274850011E-2,4.218200585E-1
1.927324162E1,-2.905035317E-1,2.328294218E-1,-1.495902054E-2,3.725930942E-1
1.928321562E1,-2.776391506E-1,1.990855187E-1,-1.728493720E-2,3.420779308E-1
1.929319062E1,-2.591418922E-1,1.712160707E-1,-1.375092287E-2,3.108995835E-1
1.930316563E1,-2.519817054E-1,1.437160671E-1,7.032831199E-3,2.901698615E-1
1.931314062E1,-2.625544369E-1,1.228416711E-1,2.776261047E-2,2.911969626E-1
1.932311562E1,-2.846245468E-1,9.102545679E-2,4.485463351E-2,3.021733022E-1
1.933308962E1,-2.955879867E-1,4.684280977E-2,5.531925708E-2,3.043463930E-1
1.934306462E1,-3.072762489E-1,7.368006278E-3,6.701406837E-2,3.145852286E-1
1.935303962E1,-3.053486645E-1,-1.968997717E-2,6.384170800E-2,3.125720170E-1
1.936301462E1,-2.918713689E-1,-4.502020031E-2,7.130128890E-2,3.038084729E-1
1.937298962E1,-2.685857415E-1,-1.156235263E-1,8.124926686E-2,3.034938941E-1
1.938296362E1,-2.227545977E-1,-2.041824311E-1,9.055355191E-2,3.154520910E-1
1.939293862E1,-1.538636833E-1,-2.367789894E-1,8.987018466E-2,2.963359124E-1
1.940291362E1,-8.374321461E-2,-2.725803256E-1,8.394663036E-2,2.972540944E-1
1.941288862E1,-7.447383367E-3,-3.283746243E-1,8.531975746E-2,3.393594236E-1
1.942286362E1,6.801532954E-2,-3.545757830E-1,8.185991645E-2,3.702041557E-1
1.943283762E1,1.299037337E-1,-3.533589840E-1,7.981806993E-2,3.848486402E-1
1.944281262E1,1.892191023E-1,-3.584739864E-1,7.814402133E-2,4.128122523E-1
1.945278762E1,2.513841987E-1,-3.793763518E-1,6.693370640E-2,4.600006008E-1
1.946276262E1,3.040215671E-1,-3.720587194E-1,5.020165816E-2,4.830910995E-1
1.947273662E1,3.492202163E-1,-3.726171851E-1,3.464107215E-2,5.118577244E-1
1.948271162E1,3.868525326E-1,-3.668330908E-1,2.852619067E-2,5.338868251E-1
1.949268662E1,4.179065824E-1,-3.511766195E-1,2.546888217E-2,5.464609717E-1
1.950266162E1,4.407528341E-1,-3.180142939E-1,1.920960285E-2,5.438429559E-1
1.951263662E1,4.738937318E-1,-2.644458711E-1,1.271335408E-2,5.428337841E-1
1.952261483E1,4.997411370E-1,-2.149364054E-1,1.642811671E-2,5.442506274E-1
1.953258983E1,4.890623987E-1,-1.327123791E-1,4.241390899E-2,5.085209386E-1
1.954256483E1,4.057914019E-1,-1.166760921E-2,9.059661627E-2,4.159453592E-1
1.955253983E1,2.415444255E-1,1.548957974E-1,1.421082765E-1,3.202049028E-1
1.956251483E1,1.243639924E-2,2.969533503E-1,1.783634871E-1,3.466258643E-1
1.957248883E1,-2.444156259E-1,4.222433567E-1,1.628745347E-1,5.143506241E-1
1.958246383E1,-4.954099655E-1,5.200231075E-1,1.293312311E-1,7.297819083E-1
1.959243883E1,-6.871953607E-1,4.976756871E-1,1.115636900E-1,8.557832729E-1
1.960241383E1,-7.795879245E-1,3.986315429E-1,1.083393022E-1,8.822708447E-1
1.961238883E1,-7.719063163E-1,3.800381422E-1,1.174976528E-1,8.683743715E-1
1.962236283E1,-7.186356187E-1,3.721950054E-1,1.357228756E-1,8.206015924E-1
1.963233783E1,-6.429224610E-1,3.642385602E-1,1.478881985E-1,7.535847258E-1
1.964231283E1,-5.841732025E-1,3.887290657E-1,1.466407180E-1,7.168487408E-1
1.965228783E1,-5.209646821E-1,3.277959526E-1,1.447123140E-1,6.322942672E-1
1.966226183E1,-4.468039572E-1,1.514359415E-1,1.516325921E-1,4.955391645E-1
1.967223683E1,-4.083223343E-1,-3.471208364E-2,1.774479300E-1,4.465644693E-1
1.968221183E1,-4.336925149E-1,-1.640985310E-1,1.872257441E-1,5.000709996E-1
1.969218683E1,-5.030881166E-1,-2.606378496E-1,1.859604865E-1,5.963313209E-1
1.970216183E1,-5.325007439E-1,-3.516519666E-1,1.755186170E-1,6.618330097E-1
1.971213583E1,-4.883570075E-1,-4.254500270E-1,1.506170034E-1,6.649705061E-1
1.972211083E1,-3.722817302E-1,-4.685688317E-1,1.228637397E-1,6.109385691E-1
1.973208583E1,-2.104629874E-1,-4.971767962E-1,9.387789667E-2,5.479895029E-1
1.974206083E1,-1.868116856E-2,-5.106180310E-1,5.817033350E-2,5.142601942E-1
1.975203583E1,1.714552194E-1,-5.697481632E-1,2.092043497E-2,5.953549583E-1
1.976200983E1,3.380797803E-1,-6.222318411E-1,-1.743406802E-2,7.083603240E-1
1.977198483E1,4.826151133E-1,-6.024616361E-1,-4.943461344E-2,7.735122181E-1
1.978195983E1,6.181040406E-1,-5.281771421E-1,-8.080688119E-2,8.170394425E-1
1.979193483E1,7.817240953E-1,-4.602106512E-1,-1.355020851E-1,9.171953008E-1
1.980190883E1,9.368253946E-1,-2.646160424E-1,-1.446257979E-1,9.841646668E-1
1.981188383E1,1.060038686E0,-7.804352045E-2,-9.923566878E-2,1.067530105E0
1.982185883E1,1.143373966E0,5.114475265E-2,-3.481927514E-2,1.145046809E0
1.983183383E1,1.145818233E0,2.012248039E-1,4.538102448E-2,1.164238070E0
1.984180883E1,1.080414772E0,3.338479996E-1,1.125410199E-1,1.136404878E0
1.985178283E1,9.623141885E-1,4.535570741E-1,1.544591784E-1,1.074997793E0
1.986175783E1,8.082271218E-1,5.357834697E-1,1.707636118E-1,9.846091702E-1
1.987173283E1,6.315133572E-1,5.602794886E-1,1.601935178E-1,8.592928422E-1
1.988170783E1,4.396537244E-1,5.359655023E-1,1.343001425E-1,7.061097261E-1
1.989168283E1,2.641418278E-1,4.735378027E-1,1.070887670E-1,5.526997013E-1
1.990165683E1,9.839718789E-2,3.688811660E-1,7.748736441E-2,3.895633618E-1
1.991163183E1,-4.337299615E-2,2.925248742E-1,4.092215747E-2,2.985408545E-1
1.992160683E1,-1.493331045E-1,3.090980053E-1,3.798063612E-3,3.433021676E-1
1.993158183E1,-2.307624519E-1,3.984281421E-1,-3.371815383E-2,4.616635219E-1
1.994155583E1,-3.218653500E-1,5.489953160E-1,-6.302468479E-2,6.395039261E-1
1.995153083E1,-4.100242257E-1,7.018961906E-1,-5.254195631E-2,8.145789006E-1
1.996150583E1,-5.152192712E-1,8.372731805E-1,-1.106282324E-2,9.831580047E-1
1.997148083E1,-6.233015060E-1,8.898333311E-1,3.706023097E-2,1.087051786E0
1.998145583E1,-7.222746611E-1,8.188754916E-1,5.225188285E-2,1.093145926E0
1.999142983E1,-7.668972015E-1,6.507306695E-1,6.816693395E-2,1.008081571E0
2.000140483E1,-7.394627929E-1,4.361432195E-1,9.853865206E-2,8.641388753E-1
2.001137983E1,-6.988114715E-1,2.351936102E-1,1.613322645E-1,7.547725528E-1
2.002135483E1,-6.700018644E-1,5.536646768E-2,2.036568075E-1,7.024557206E-1
2.003132983E1,-6.527126431E-1,-1.261149049E-1,2.193050086E-1,7.000238929E-1
2.004130383E1,-7.046956420E-1,-2.730480731E-1,2.115371525E-1,7.847924343E-1
2.005127883E1,-7.943946123E-1,-3.957113922E-1,2.216779441E-1,9.147630386E-1
2.006125383E1,-8.841373920E-1,-4.682167768E-1,2.415896952E-1,1.029218859E0
2.007122883E1,-8.955104351E-1,-4.940022826E-1,2.396903336E-1,1.050442122E0
2.008120383E1,-7.755519152E-1,-5.441340804E-1,2.001135498E-1,9.683016593E-1
2.009117783E1,-5.378453732E-1,-6.354919672E-1,1.187225580E-1,8.409653569E-1
2.010115283E1,-2.414817661E-1,-7.752202153E-1,1.935591549E-2,8.121911580E-1
2.011112783E1,5.291417241E-2,-1.005672932E0,-6.711692363E-2,1.009298091E0
2.012110283E1,3.346737921E-1,-1.274525523E0,-1.484688669E-1,1.326071213E0
2.013107683E1,6.329300404E-1,-1.530390859E0,-2.292777002E-1,1.671904567E0
2.014105183E1,8.727393746E-1,-1.734946609E0,-2.234136164E-1,1.954898308E0
2.015102683E1,1.018088937E0,-1.867320061E0,-1.808086336E-1,2.134497846E0
2.016100183E1,1.054834723E0,-1.985179663E0,-1.392908692E-1,2.252335795E0
2.017097683E1,9.878613353E-1,-2.125925303E0,-1.011221856E-1,2.346413030E0
2.018095083E1,9.148756266E-1,-2.169623137E0,-8.045130968E-2,2.355999656E0
2.019092583E1,8.178331852E-1,-2.124266624E0,-1.052711755E-1,2.278693009E0
2.020090083E1,6.786544323E-1,-2.102889299E0,-1.750892401E-1,2.216612615E0
2.021087583E1,4.402341545E-1,-2.096751928E0,-2.547046840E-1,2.157556311E0
2.022084983E1,1.836107522E-1,-1.958941817E0,-3.350254893E-1,1.995847697E0
2.023082483E1,1.546061970E-2,-1.760203600E0,-3.956888318E-1,1.804196607E0
2.024079983E1,5.970151350E-2,-1.677746534E0,-4.157103598E-1,1.729512303E0
2.025077483E1,2.816682458E-1,-1.638442516E0,-3.991947472E-1,1.709733115E0
2.026074983E1,5.293689966E-1,-1.497190118E0,-3.789602816E-1,1.632611613E0
2.027072383E1,7.737749815E-1,-1.260121346E0,-3.674514294E-1,1.523697503E0
2.028069883E1,9.954462647E-1,-1.026984334E0,-3.442158997E-1,1.471086222E0
2.029067383E1,1.139435410E0,-7.841771841E-1,-2.521155477E-1,1.405990455E0
2.030064883E1,1.191036940E0,-4.408670664E-1,-1.294713765E-1,1.276595315E0
2.031062383E1,1.165448189E0,2.240736783E-2,-2.867019549E-2,1.166016102E0
2.032059783E1,1.075206041E0,5.608519912E-1,6.899093091E-2,1.214653340E0
2.033057283E1,9.373051524E-1,1.022971153E0,1.693143249E-1,1.397740416E0
2.034054783E1,7.608548403E-1,1.269812942E0,2.584491372E-1,1.502704545E0
2.035052283E1,5.526246428E-1,1.377500772E0,3.184730411E-1,1.518001137E0
2.036049783E1,3.066183925E-1,1.388657689E0,3.497785926E-1,1.464489699E0
2.037047183E1,2.346844599E-2,1.259494901E0,3.324486315E-1,1.302843147E0
2.038044683E1,-2.314160764E-1,1.106442809E0,2.840565443E-1,1.165528726E0
2.039042183E1,-4.274324775E-1,1.025442839E0,2.145280689E-1,1.131483023E0
2.040039683E1,-5.748512149E-1,1.016219974E0,1.409759372E-1,1.176023456E0
2.041037083E1,-6.773086190E-1,1.038827777E0,8.063669503E-2,1.242743896E0
2.042034583E1,-7.658431530E-1,1.060369253E0,3.559407964E-2,1.308497469E0
2.043032083E1,-8.852182627E-1,1.152995825E0,3.901278228E-2,1.454143302E0
2.044029583E1,-1.010630012E0,1.259627581E0,6.004085764E-2,1.616056796E0
2.045027083E1,-1.186645508E0,1.267116666E0,5.532706529E-2,1.736886090E0
2.046024483E1,-1.439611077E0,1.277748823E0,7.290749252E-2,1.926249623E0
2.047021983E1,-1.675211906E0,1.311344862E0,9.056584537E-2,2.129357286E0
2.048019483E1,-1.838453174E0,1.259916306E0,1.023328677E-1,2.231091926E0
2.049016983E1,-1.910197854E0,1.214169145E0,1.130044162E-1,2.266237532E0
2.050014483E1,-1.886603832E0,1.244946957E0,1.302190423E-1,2.264094509E0
2.051011883E1,-1.743498325E0,1.294327497E0,2.027515620E-1,2.180866405E0
2.052009033E1,-1.539788127E0,1.589131832E0,2.816568911E-1,2.230609347E0
2.053006533E1,-1.279683590E0,2.026754618E0,3.465570807E-1,2.421864195E0
2.054004033E1,-1.028444290E0,2.166233301E0,3.785384595E-1,2.427664668E0
2.055001433E1,-8.217493892E-1,1.840608954E0,3.728494048E-1,2.049909769E0
2.055998933E1,-6.194300652E-1,1.417489052E0,3.190633357E-1,1.579484166E0
2.056996433E1,-4.851564169E-1,1.210787296E0,2.731821239E-1,1.332670664E0
2.057993933E1,-3.322972357E-1,1.077820420E0,2.268529683E-1,1.150469722E0
2.058991433E1,-3.572068214E-1,9.723688960E-1,2.546766102E-1,1.066751217E0
2.059988833E1,-3.830880225E-1,9.487070441E-1,2.920618355E-1,1.064002634E0
2.060986333E1,-4.284048975E-1,9.703763723E-1,3.221276104E-1,1.108569916E0
2.061983833E1,-3.896382749E-1,9.443790913E-1,3.391826153E-1,1.076436110E0
2.062981333E1,-2.288959771E-1,8.899680376E-1,2.933890522E-1,9.646313349E-1
2.063978733E1,-6.451288611E-2,8.569406271E-1,2.503230274E-1,8.950814314E-1
2.064976233E1,6.557134539E-2,9.180042744E-1,1.871051639E-1,9.391697352E-1
2.065973733E1,1.779617965E-1,1.044224501E0,1.310466826E-1,1.067355818E0
2.066971233E1,2.550781667E-1,1.075587034E0,5.031190440E-2,1.106563883E0
2.067968733E1,2.930952907E-1,9.077386260E-1,-2.418455668E-2,9.541903140E-1
2.068966133E1,3.139558434E-1,6.425029635E-1,-7.845524698E-2,7.193980509E-1
2.069963633E1,3.025543094E-1,3.888621032E-1,-1.185243726E-1,5.067552391E-1
2.070961133E1,2.052733153E-1,2.282199860E-1,-1.545028836E-1,3.436460927E-1
2.071958633E1,-1.450939104E-2,1.517166942E-1,-1.356788725E-1,2.040520379E-1
2.072956133E1,-2.930153310E-1,1.377990097E-1,-4.067085683E-2,3.263444038E-1
2.073953533E1,-5.396244526E-1,1.281934679E-1,5.636326596E-2,5.574988186E-1
2.074951033E1,-6.424328685E-1,1.375888437E-1,1.440976411E-1,6.726178786E-1
2.075948533E1,-6.360175014E-1,8.540369570E-2,1.681676805E-1,6.633946201E-1
2.076946033E1,-5.352112651E-1,-1.203918010E-1,1.373130977E-1,5.655087717E-1
2.077943433E1,-3.856712282E-1,-3.611874282E-1,7.217609137E-2,5.332992056E-1
2.078940933E1,-2.246410847E-1,-5.642715693E-1,2.525492571E-2,6.078682687E-1
2.079938433E1,-3.869142383E-2,-6.840428710E-1,-7.226080634E-3,6.851743514E-1
2.080935933E1,1.937814951E-1,-7.163265347E-1,-6.157081202E-2,7.446246955E-1
2.081933433E1,3.928948343E-1,-8.029770851E-1,-1.086791158E-1,9.005274567E-1
2.082930833E1,5.206272006E-1,-9.379252791E-1,-1.259678304E-1,1.080103886E0
2.083928333E1,5.558753610E-1,-1.032983184E0,-1.173902974E-1,1.178911429E0
2.084925833E1,5.049804449E-1,-1.120081067E0,-1.228276789E-1,1.234776695E0
2.085923333E1,3.740651309E-1,-1.239209533E0,-1.472687721E-1,1.302786659E0
2.086920733E1,1.905794591E-1,-1.305210948E0,-1.434545964E-1,1.326829066E0
2.087918233E1,3.465231508E-2,-1.326120615E0,-1.281519085E-1,1.332748881E0
2.088915733E1,-5.553030968E-2,-1.347057819E0,-1.373755038E-1,1.355182797E0
2.089913233E1,-8.006244153E-2,-1.372054577E0,-1.512457430E-1,1.382685442E0
2.090910733E1,-2.527775615E-2,-1.425090194E0,-1.584980637E-1,1.434099948E0
2.091908133E1,6.037990749E-2,-1.508192778E0,-1.758249700E-1,1.519607057E0
2.092905633E1,1.313100010E-1,-1.639618754E0,-1.908680946E-1,1.655905373E0
2.093903133E1,1.958582848E-1,-1.746795774E0,-1.955696940E-1,1.768587981E0
2.094900633E1,2.874366641E-1,-1.814648509E0,-2.016212046E-1,1.848301966E0
2.095898133E1,3.976752758E-1,-1.856858730E0,-2.189373672E-1,1.911544805E0
2.096895533E1,4.673702121E-1,-1.901646495E0,-2.430379093E-1,1.973261699E0
2.097893033E1,4.677124918E-1,-1.989610553E0,-2.680467665E-1,2.061347665E0
2.098890533E1,4.277384281E-1,-2.029830217E0,-2.720535100E-1,2.092172074E0
2.099888033E1,3.848693073E-1,-2.016309023E0,-3.006058037E-1,2.074606061E0
2.100885433E1,3.812106550E-1,-1.954028726E0,-3.526719511E-1,2.021862342E0
2.101882933E1,3.817317784E-1,-1.821572065E0,-3.761811554E-1,1.898777555E0
2.102880433E1,4.170343876E-1,-1.664549351E0,-3.806566000E-1,1.757709210E0
2.103877933E1,4.673312604E-1,-1.484249830E0,-3.772099912E-1,1.601150662E0
2.104875433E1,5.486812592E-1,-1.366947174E0,-3.838079572E-1,1.522138052E0
2.105872833E1,5.182508230E-1,-1.268397093E0,-4.193015397E-1,1.432909237E0
2.106870333E1,3.345617056E-1,-1.195369005E0,-4.380499125E-1,1.316330627E0
2.107867833E1,1.488706768E-1,-1.241111636E0,-4.427889585E-1,1.326115618E0
2.108865333E1,4.087603465E-2,-1.385556698E0,-4.085609615E-1,1.445116007E0
2.109862733E1,2.009453997E-2,-1.430200219E0,-3.486143351E-1,1.472212081E0
2.110860233E1,1.223929524E-1,-1.300256848E0,-3.068820834E-1,1.341575387E0
2.111857733E1,3.152540922E-1,-1.031030774E0,-3.228667080E-1,1.125456579E0
2.112855233E1,5.405380726E-1,-7.299796343E-1,-3.306021094E-1,9.666175196E-1
2.113852733E1,7.720708847E-1,-4.255593121E-1,-3.370608687E-1,9.438242465E-1
2.114850133E1,1.002725363E0,-1.907989830E-1,-3.379501104E-1,1.075208204E0
2.115847633E1,1.212690830E0,-9.929345548E-2,-3.054290712E-1,1.254497970E0
2.116845133E1,1.278170347E0,-1.480532736E-1,-3.110845387E-1,1.323787294E0
2.117842633E1,1.181907296E0,-3.538328409E-1,-2.938657105E-1,1.268250603E0
2.118840133E1,1.019250751E0,-4.920072258E-1,-2.287599444E-1,1.154674982E0
2.119837533E1,8.438580036E-1,-4.568381310E-1,-1.408418119E-1,9.698627862E-1
2.120835033E1,6.739534140E-1,-2.995038927E-1,-6.602323055E-2,7.404558413E-1
2.121832533E1,5.231155753E-1,-8.561763912E-2,-1.660527661E-2,5.303357620E-1
2.122830033E1,4.166248143E-1,1.505075544E-1,2.295443555E-3,4.429831022E-1
2.123827433E1,3.374963999E-1,4.015727341E-1,5.478744395E-3,5.245898373E-1
2.124824933E1,2.896071672E-1,6.311404109E-1,1.728773303E-2,6.946289623E-1
